system_id,lane,family,dimension,condition_exponent,epsilon,decimal_digits,delta_normalized_difference,U_response_normalized_difference,maximum_normalized_difference
G2H_SPD_D02_C12_E7eM15,BINARY64_OPERAND,SPD,2,12,7e-15,160,1.024274765673020562697164710262029327394484124179408239563794464634678604008130675516657791026945266651227605177737192820430532825949169950008413341656049753105E-155,3.219089520214392525881824799605400239549358565347494354841193062835752483999527489461020334442612077134629435809322154057597986928626263709490624600691193696266E-160,1.024274765673020562697164710262029327394484124179408239563794464634678604008130675516657791026945266651227605177737192820430532825949169950008413341656049753105E-155
G2H_SPD_D02_C14_E7eM9,DECIMAL_SOURCE,SPD,2,14,7e-9,160,5.564046137726510920613242263112806594490144324975395574806834733834083764771662730139482194350128230467692510664951409487592008986280021393592575648953551446369E-161,5.073902417479464186648024715405673120730915133754576511315364646626041536554032953908416223676851393113714630957063348561460050989333204739212639618187188313655E-161,5.564046137726510920613242263112806594490144324975395574806834733834083764771662730139482194350128230467692510664951409487592008986280021393592575648953551446369E-161
G2H_SPD_D02_C14_E7eM9,BINARY64_OPERAND,SPD,2,14,7e-9,160,7.313748031776039822613877708990778493889441525878606720516342361172951306780829143804850243978359298849470555884994233868036991201097124811781850266779232451177E-161,2.634776717315239905460733800630334711969785482934706965723508333268864256502404547528296405706022651655180306343304668735941418433958469936935524777022873624689E-160,2.634776717315239905460733800630334711969785482934706965723508333268864256502404547528296405706022651655180306343304668735941418433958469936935524777022873624689E-160
G2H_SPD_D04_C00_E7eM17,DECIMAL_SOURCE,SPD,4,0,7e-17,160,1.960277904452310998991364879318265230578769186771511982741459942530991333013483316679197787565667656509382983278274003341225064843091192941335256772134694881795E-144,1.274027564171548774307147653173175079886110625236707128729675438570091114973061396477990581059169345884129553320792006636041143509997785742285285603624051226302E-150,1.960277904452310998991364879318265230578769186771511982741459942530991333013483316679197787565667656509382983278274003341225064843091192941335256772134694881795E-144
G2H_SPD_D04_C00_E7eM17,BINARY64_OPERAND,SPD,4,0,7e-17,160,6.198103177213292006455263639929754218924331092482806965730244797526370117262187816486997550691502891406609836179552269833712022812896288542240812535630542627068E-42,8.428401760054607028028587855179693593355916560435453306156244186439653517701851951674579819568760444165102753121862180987550018926551193020796734734960438282703E-161,6.198103177213292006455263639929754218924331092482806965730244797526370117262187816486997550691502891406609836179552269833712022812896288542240812535630542627068E-42
G2H_SPD_D04_C12_E7eM15,DECIMAL_SOURCE,SPD,4,12,7e-15,160,4.027475073808665190650317245000022942523637217051182197605411268170205351010273936997321911967012656362581603118884967773101984666527954254987374561770557508644E-155,2.054479966563876321224596582100340861155480414397604822609845284633382141365356201063461766689124742475818508531986980721305876760171930987699912429317938694867E-160,4.027475073808665190650317245000022942523637217051182197605411268170205351010273936997321911967012656362581603118884967773101984666527954254987374561770557508644E-155
G2H_SPD_D04_C12_E7eM15,BINARY64_OPERAND,SPD,4,12,7e-15,160,1.072684263833784382924101027244816556885661038392892741209355071379945234028449035900938699777328783845844336119403844062008301144536765130487342509670400194878E-153,9.594922670911188205934854674474930712406877029570213082804434370595214555626615750657358910487705595224196758775584661635305024261334410264542291235908147782621E-160,1.072684263833784382924101027244816556885661038392892741209355071379945234028449035900938699777328783845844336119403844062008301144536765130487342509670400194878E-153
G2H_SPD_D04_C14_E7eM9,DECIMAL_SOURCE,SPD,4,14,7e-9,160,5.140718593824464677488450003798760652420996762631831164543025115578221228227371128054053330898601693419903093398303102797562770999227343886359093711772183172964E-161,4.054718627009349663666215022315935986679135129139617033680375886604761402337345588835381254240319371983193079673156949146227760863674465070298334583452862901791E-160,4.054718627009349663666215022315935986679135129139617033680375886604761402337345588835381254240319371983193079673156949146227760863674465070298334583452862901791E-160
G2H_SPD_D04_C14_E7eM9,BINARY64_OPERAND,SPD,4,14,7e-9,160,6.186576016220027649212372288365074974905268644281413616383812115904695098403956115290177440180500166612206544673652271173973219995781641639359674581060089105396E-159,1.298620910221836553701878613931671703041699401852842725137646352448893807500272117708227493759729581601548807248575835988554115417470414399865680312552346621922E-160,6.186576016220027649212372288365074974905268644281413616383812115904695098403956115290177440180500166612206544673652271173973219995781641639359674581060089105396E-159
G2H_SPD_D08_C00_E7eM17,DECIMAL_SOURCE,SPD,8,0,7e-17,160,5.009003889515224057814443688577393774146679830948007402629084208976398832544701855760977019746479451402051441226265415172011807079926331381334584154492508870491E-144,8.721869883821714354773993785029057102483076643872459400943184202327196564303136918065435956099323802693051679413138640660153781078321422146029092791629970988174E-151,5.009003889515224057814443688577393774146679830948007402629084208976398832544701855760977019746479451402051441226265415172011807079926331381334584154492508870491E-144
G2H_SPD_D08_C00_E7eM17,BINARY64_OPERAND,SPD,8,0,7e-17,160,3.279403096466677858576545058893628544141948701343222764403121050545286987607884608806133500198096555644510761958845682174550363678851879979985277703369305368463E-42,4.567148229149985416357355677230575350796045576941779900219331152892680070885375932397156151124615198774473845097864077527525223842598052903295522153544254791358E-160,3.279403096466677858576545058893628544141948701343222764403121050545286987607884608806133500198096555644510761958845682174550363678851879979985277703369305368463E-42
G2H_SPD_D08_C12_E7eM15,DECIMAL_SOURCE,SPD,8,12,7e-15,160,3.230817961467497756081523401330274313012203706615562418117212655944922221757058206792506062923913574164637421748727675598238591552539944099043788685198505748566E-155,1.769800981245879432664459822666674427785680208859168821661495076742142032211682223658712110367500352593779133826192437131011673134320884005985807953751532458314E-159,3.230817961467497756081523401330274313012203706615562418117212655944922221757058206792506062923913574164637421748727675598238591552539944099043788685198505748566E-155
G2H_SPD_D08_C12_E7eM15,BINARY64_OPERAND,SPD,8,12,7e-15,160,2.110622619598623850862519254297453773271759555823546004331877616903357320200323717787074401252474667247346703641280295064203755714768988284308849673921941842445E-155,5.087734507860805778753935253243400864602634440294572863422319372278405795116681505007220451915063421597334384251363586476107017283129714476118861526277202811236E-160,2.110622619598623850862519254297453773271759555823546004331877616903357320200323717787074401252474667247346703641280295064203755714768988284308849673921941842445E-155
G2H_SPD_D08_C14_E7eM9,DECIMAL_SOURCE,SPD,8,14,7e-9,160,1.734007516135207864249795363532245551926309262616425541537152206451634055305660639828031401980491691160427666435051913506309344045458764618615895749829587978197E-158,4.974475484276944353847270459882133352251582552965463300731878439283718303420988185776013061521560835128347968827978355557080385221228726035099652776161134026593E-160,1.734007516135207864249795363532245551926309262616425541537152206451634055305660639828031401980491691160427666435051913506309344045458764618615895749829587978197E-158
G2H_SPD_D08_C14_E7eM9,BINARY64_OPERAND,SPD,8,14,7e-9,160,3.687925252273741115355719200566052509558930269249323615769204276035404161628734452301282149655849428161519893129774664090611087743920927181818180324738171404031E-156,8.638409188212107049689871883810009572813290340945253450967687661725891457210474648435730197388173583272025593441569401893517916367338968721145026329002839760460E-161,3.687925252273741115355719200566052509558930269249323615769204276035404161628734452301282149655849428161519893129774664090611087743920927181818180324738171404031E-156
G2H_SPD_D16_C00_E7eM17,DECIMAL_SOURCE,SPD,16,0,7e-17,160,7.380242614730376481622383869484001585548721617225608474603190042565630525496984534008605439556305558297565565230270791006889436275697022964447167422928241272358E-144,1.131792812500565104929480076806282862884587848983845404138753095701374193518708175303177371439677166262616805582453106210692640361984637487603246894574097291423E-151,7.380242614730376481622383869484001585548721617225608474603190042565630525496984534008605439556305558297565565230270791006889436275697022964447167422928241272358E-144
G2H_SPD_D16_C00_E7eM17,BINARY64_OPERAND,SPD,16,0,7e-17,160,9.151975900674425860369077391386837524804810622294535818028941594931287892574470402843832390694969117196379062418049456911395903071666077276063158122567086843470E-42,6.416487340059468175124647061190051692400539116123288027962289605943835701230824232105512848539764525708133463431861572288573541288825044951950571881977224289757E-160,9.151975900674425860369077391386837524804810622294535818028941594931287892574470402843832390694969117196379062418049456911395903071666077276063158122567086843470E-42
G2H_SPD_D16_C12_E7eM15,DECIMAL_SOURCE,SPD,16,12,7e-15,160,1.758786105449870384777286627907489201791362046049718603009872663394334404031619329916491763380986897913172472764064118708724946462337298755163279321475593813492E-154,1.764669932766708120195367802558526954199776796819314224982338226628709599140630098861179001785029173212255377142552942692078721001092934977671664744473587236778E-159,1.758786105449870384777286627907489201791362046049718603009872663394334404031619329916491763380986897913172472764064118708724946462337298755163279321475593813492E-154
G2H_SPD_D16_C12_E7eM15,BINARY64_OPERAND,SPD,16,12,7e-15,160,7.840218740807242719629998717477870314246580276472978253766213230727706338829275811444235934941552843838464984027676218822977632749879196043354534304572954193599E-155,1.291501320619174862624419010364739167865916041038281007349664297021813766561694367697638142520716223766410187731196134658179620271241279619344838381331764396141E-159,7.840218740807242719629998717477870314246580276472978253766213230727706338829275811444235934941552843838464984027676218822977632749879196043354534304572954193599E-155
G2H_SPD_D16_C14_E7eM9,DECIMAL_SOURCE,SPD,16,14,7e-9,160,3.207124094205059993734789690797147092565523161154999429730428030060171800774568600301005132741299262234542283815767853108366056735117968103283462138181617383793E-159,1.014955813802232576657005350180504795388495069383327707496607854817410395856111143854485139722133858333261007118660866957789466774293663203048368612267201935787E-159,3.207124094205059993734789690797147092565523161154999429730428030060171800774568600301005132741299262234542283815767853108366056735117968103283462138181617383793E-159
G2H_SPD_D16_C14_E7eM9,BINARY64_OPERAND,SPD,16,14,7e-9,160,1.182922817148115625482077147557380288103231831373838015393422824225906682301351532930407121136798084389022354808446916225722864355453109286730034172514242862224E-156,1.838746116142875848540082952029423014521341056719694553614312578311102340414153390335452026577769250355124929991122509195159245039689181072970129563298890070537E-160,1.182922817148115625482077147557380288103231831373838015393422824225906682301351532930407121136798084389022354808446916225722864355453109286730034172514242862224E-156
