system_id,family,dimension,condition_exponent,epsilon,error_source_direct,U_legacy,U_source_r1,source_drift_z,source_drift_zg,arithmetic_error_z,arithmetic_error_zg,source_coverage_r1
SPD_D02_C10_E1eM16,SPD,2,10,1e-16,0.0000000000000499750922016608507684799716119487555299327176,3.1401841323221337e-15,0.000000899195332630926672970591978536125811257149569,0.0000000000000194356553204308803226635418133297525721446354,0.0000000000000305342887017658044172964407709015242629853116,9.20815413462340361216262844043845684807149277e-15,9.20294609333698049535765168111685202073893253e-15,True
SADDLE_POINT_LIKE_D02_C10_E1eM16,SADDLE_POINT_LIKE,2,10,1e-16,0.00000000000799995672061868079952885856510373621492081761,4.189529873944228e-15,0.00000106146594556731277870940918984632634599804762,0.00000000000779505786699562452569001456620754051701576476,0.0000000000157950752411356724872061021363778413186054943,0.000000000000077533609197662769857528131698079309457876146,0.0000000000000774729578120827724358985550985369444090475109,True
SADDLE_POINT_LIKE_D02_C10_E1eM15,SADDLE_POINT_LIKE,2,10,1e-15,0.0000000000218088963542605550750969068698832208927180493,4.213002479616961e-15,0.00000253734422973866143820488372805648595819171023,0.000000000000815811314401515783662554026562433759263355855,0.0000000000107360016255344000589669986067412481817905745,0.00000000000354619389971295476161706883722919311823025315,0.0000000000083425121422139796339891260444635327197172799,True
