system_id,family,dimension,condition_exponent,epsilon,seed,condition2_j,condition2_guarded,backward_error_j,backward_error_guarded,forward_bound_j,forward_bound_guarded,U_direct,relative_uncertainty,eta_stable_binary64,wp27_style_label,z_binary64_hex,zg_binary64_hex,delta_direct_hex,delta_stable_hex,finite
SPD_D02_C02_E1eM16,SPD,2,2,1e-16,3342380807748623415,100.00020202030198,100.00020202030097,4.378224641319112e-19,0.0,4.3782334862217547e-17,0.0,4.850917086975636e-15,4.484674433362837e-15,5.556031505704077e-15,TRANSITION,"[""-0x1.ccccccccccccdp-1"", ""0x1.3333333333333p-1""]","[""-0x1.ccccccccccccdp-1"", ""0x1.33333333332fdp-1""]","[""0x0.0p+0"", ""-0x1.b000000000000p-48""]","[""0x1.bac36bc0fc000p-54"", ""-0x1.b0fe7c321071ap-48""]",True
SPD_D02_C02_E1eM15,SPD,2,2,1e-15,9477031891702027615,100.00020202030198,100.00020202029211,0.0,0.0,0.0,0.0,5.652332851261448e-15,4.440892098500514e-15,7.064283466852107e-14,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""0x1.ccccccccccccep-1""]","[""-0x1.cccccccccccc5p-1"", ""0x1.cccccccccc9a4p-1""]","[""0x1.0000000000000p-50"", ""-0x1.9500000000000p-44""]","[""0x1.d2fc2ee9b1685p-51"", ""-0x1.94eb2c2798a5cp-44""]",True
SPD_D02_C02_E1eM14,SPD,2,2,1e-14,17708006654096734107,100.00020202030198,100.00020202020298,0.0,1.911853708985171e-18,0.0,1.911857571315915e-16,3.734500558227383e-15,4.632077855629843e-15,9.921538730216663e-13,OBSERVABLE,"[""0x1.999999999999ap-4"", ""0x1.999999999999ap-1""]","[""0x1.999999999998bp-4"", ""0x1.9999999997d73p-1""]","[""-0x1.e000000000000p-53"", ""-0x1.c270000000000p-41""]","[""-0x1.cd6631102ff07p-53"", ""-0x1.c24dbd2b498ccp-41""]",True
SPD_D02_C02_E1eM12,SPD,2,2,1e-12,345687911206730511,100.00020202030198,100.00020201040196,5.423564301932403e-19,5.423564302147602e-19,5.423575258633384e-17,5.42357525831165e-17,4.5493636035234594e-15,4.5493636035234594e-15,8.006288828365898e-11,OBSERVABLE,"[""0x1.3333333333333p-1"", ""0x1.999999999999ap-1""]","[""0x1.3333333331b45p-1"", ""0x1.99999998e98bdp-1""]","[""-0x1.7ee0000000000p-41"", ""-0x1.601ba00000000p-34""]","[""-0x1.7ed6f98c993f5p-41"", ""-0x1.601b8be992f1fp-34""]",True
SPD_D02_C02_E1eM8,SPD,2,2,1e-8,5092521022903664587,100.00020202030198,100.00010302009898,8.470539236433758e-19,0.0,8.470556348642705e-17,0.0,3.731901710627856e-15,4.525595569806436e-15,9.703900068534916e-07,OBSERVABLE,"[""-0x1.9999999999999p-3"", ""0x1.999999999999ap-1""]","[""-0x1.9999993962c9ap-3"", ""0x1.99997ebff0f36p-1""]","[""0x1.80db3fc000000p-29"", ""-0x1.ad9a8a6400000p-21""]","[""0x1.80db3fe4b119ep-29"", ""-0x1.ad9a8a64109c4p-21""]",True
SPD_D02_C04_E1eM16,SPD,2,4,1e-16,13700126623469525899,10000.000200020002,10000.000200010001,0.0,0.0,0.0,0.0,3.4684476073040704e-15,4.440892098499315e-15,7.681572612632409e-13,OBSERVABLE,"[""-0x1.fffffffffffffp-2"", ""-0x1.3333333333334p-1""]","[""-0x1.0000000000000p-1"", ""-0x1.3333333331e17p-1""]","[""-0x1.0000000000000p-54"", ""0x1.51d0000000000p-41""]","[""-0x1.70c01b224aa3cp-57"", ""0x1.51bde836ca24ap-41""]",True
SPD_D02_C04_E1eM15,SPD,2,4,1e-15,6900698370647266413,10000.000800080026,10000.000799980038,0.0,9.814093544166214e-21,0.0,9.814094329274108e-17,3.5450981343521976e-15,4.5390330417838584e-15,6.4033807669340336e-12,OBSERVABLE,"[""0x1.3333333333333p-1"", ""0x1.0000000000000p-1""]","[""0x1.3333333333324p-1"", ""0x1.ffffffffea012p-2""]","[""-0x1.e000000000000p-50"", ""-0x1.5fee000000000p-38""]","[""-0x1.cd3cdef645a71p-50"", ""-0x1.5fed9c1d790e5p-38""]",True
SPD_D02_C04_E1eM14,SPD,2,4,1e-14,6447548273440557093,10000.000200020002,10000.000199020102,0.0,0.0,0.0,0.0,3.3820826608376064e-15,4.440892098313049e-15,9.191056394967735e-11,OBSERVABLE,"[""-0x1.3333333333333p-2"", ""0x1.6666666666667p-1""]","[""-0x1.333333333337bp-2"", ""0x1.66666665cc799p-1""]","[""-0x1.2000000000000p-48"", ""-0x1.33d9c00000000p-34""]","[""-0x1.20357137ddcabp-48"", ""-0x1.33d99da3317c6p-34""]",True
SPD_D02_C04_E1eM12,SPD,2,4,1e-12,15899163008075185731,10000.0,9999.999900010002,0.0,3.764590879508469e-21,0.0,3.7645908418663255e-17,2.2392689993943564e-15,4.478537998788713e-15,5.999999993333334e-09,OBSERVABLE,"[""-0x1.999999999999ap-2"", ""0x1.3333333333333p-2""]","[""-0x1.9999999997d74p-2"", ""0x1.333332ffa90f8p-2""]","[""0x1.c260000000000p-42"", ""-0x1.9c511d8000000p-29""]","[""0x1.c25c26849578ep-42"", ""-0x1.9c511d7e773e2p-29""]",True
SPD_D02_C04_E1eM8,SPD,2,4,1e-8,2620329747813844624,10000.000200020002,9999.000399970004,0.0,0.0,0.0,0.0,1.4042702025735021e-15,4.4406922904383104e-15,9.485568216989438e-05,OBSERVABLE,"[""0x1.9999999999999p-4"", ""0x1.3333333333334p-2""]","[""0x1.99999a2302ef8p-4"", ""0x1.332b5633d64b5p-2""]","[""0x1.12d2abe000000p-29"", ""-0x1.f73fd739fc000p-16""]","[""0x1.12d2abcf56013p-29"", ""-0x1.f73fd739fc66ep-16""]",True
SPD_D02_C06_E1eM16,SPD,2,6,1e-16,7794877774274524974,1000000.0,999999.9998999999,0.0,0.0,0.0,0.0,3.580361673005382e-15,4.440892098445969e-15,4.961389383079797e-11,OBSERVABLE,"[""-0x1.6666666666666p-1"", ""-0x1.999999999999ap-2""]","[""-0x1.6666666666666p-1"", ""-0x1.99999998e9ad9p-2""]","[""0x0.0p+0"", ""0x1.5fd8200000000p-35""]","[""0x1.42d169d7dfa03p-54"", ""0x1.5fd7fe16ff2bcp-35""]",True
SPD_D02_C06_E1eM15,SPD,2,6,1e-15,17628145585040437798,1000000.0001999999,999999.9992000011,0.0,6.411504107712e-22,0.0,6.411504102582809e-16,3.664712969248665e-15,5.0820425078784426e-15,5.546918751876317e-10,OBSERVABLE,"[""0x1.3333333333333p-1"", ""-0x1.9999999999992p-2""]","[""0x1.3333333333351p-1"", ""-0x1.99999992ba69dp-2""]","[""0x1.e000000000000p-49"", ""0x1.b7cbd40000000p-32""]","[""0x1.e9fba55c9c1efp-49"", ""0x1.b7cc4d3da40a8p-32""]",True
SPD_D02_C06_E1eM14,SPD,2,6,1e-14,8214231739146521320,1000000.0001999999,999999.99020001,0.0,0.0,0.0,0.0,4.803559234356574e-15,4.4408920831285055e-15,8.320447390516743e-09,OBSERVABLE,"[""-0x1.3333333333333p-1"", ""-0x1.cccccccccccccp-1""]","[""-0x1.3333333333628p-1"", ""-0x1.cccccc7f7db91p-1""]","[""-0x1.7a80000000000p-44"", ""0x1.353c4ec000000p-27""]","[""-0x1.7a4cb6ae41c30p-44"", ""0x1.353c4f03345d8p-27""]",True
SPD_D02_C06_E1eM12,SPD,2,6,1e-12,16830576898471770375,1000000.0001999999,999999.0002019999,0.0,4.795794228644418e-22,0.0,4.795789433818941e-16,2.869101836908249e-15,4.920469056595383e-15,8.574869233059501e-07,OBSERVABLE,"[""0x1.3333333333334p-2"", ""-0x1.ffffffffffff6p-2""]","[""0x1.3333333347deep-2"", ""-0x1.ffffde722022bp-2""]","[""0x1.4aba000000000p-38"", ""0x1.0c6efee580000p-21""]","[""0x1.4abb0ae0b36c6p-38"", ""0x1.0c6efee634624p-21""]",True
SPD_D02_C06_E1eM8,SPD,2,6,1e-8,4700767032875647822,1000000.0001999999,990099.0199990199,0.0,6.588650111883168e-17,0.0,6.523416019317507e-11,6.426400213346453e-11,6.49164452782279e-11,0.00700112725045987,OBSERVABLE,"[""0x1.6666666666666p-1"", ""-0x1.6666666666667p-1""]","[""0x1.666663d6ec299p-1"", ""-0x1.62d9f89aea5e3p-1""]","[""-0x1.47bd1e6800000p-24"", ""0x1.c636e5be04200p-8""]","[""-0x1.47bd1e6813ceap-24"", ""0x1.c636e5be04733p-8""]",True
SPD_D02_C08_E1eM16,SPD,2,8,1e-16,7930080439161776160,100000000.0008,99999999.00080004,0.0,1.3234876618867986e-22,0.0,1.323487648662528e-14,1.7675768486212243e-14,1.767576848621199e-14,7.999987920016063e-09,OBSERVABLE,"[""0x1.3333333333333p-1"", ""-0x1.9999999999a39p-1""]","[""0x1.33333333333c4p-1"", ""-0x1.99999954e1740p-1""]","[""0x1.2200000000000p-46"", ""0x1.12e0be4000000p-27""]","[""0x1.1f2629e940a5ap-46"", ""0x1.12e0a34ec81bap-27""]",True
SPD_D02_C08_E1eM15,SPD,2,8,1e-15,13666721563256398758,100000000.0008,99999990.0008011,0.0,1.752564461303989e-22,0.0,1.7525642860616133e-14,1.3361721544518584e-14,2.1966534905750252e-14,1.643969980781312e-08,OBSERVABLE,"[""0x1.3333333333333p-1"", ""0x1.9999999999bb7p-4""]","[""0x1.33333333333e1p-1"", ""0x1.999996ea6a1fep-4""]","[""0x1.5c00000000000p-46"", ""-0x1.5797cdc800000p-27""]","[""0x1.5d7997bd206a9p-46"", ""-0x1.5797ddab4a65bp-27""]",True
SPD_D02_C08_E1eM14,SPD,2,8,1e-14,17696088028531801888,100000000.00020003,99999900.00030103,0.0,6.956791931276282e-23,0.0,6.9567849745053425e-15,1.0508134170930926e-14,1.1397671782599557e-14,7.592564939005621e-07,OBSERVABLE,"[""-0x1.3333333333333p-1"", ""0x1.6666666666663p-1""]","[""-0x1.3333333331a5cp-1"", ""0x1.66664ee9725b1p-1""]","[""0x1.8d70000000000p-41"", ""-0x1.77cf40b200000p-21""]","[""0x1.8d714ef156ea8p-41"", ""-0x1.77cf40f19983bp-21""]",True
SPD_D02_C08_E1eM12,SPD,2,8,1e-12,17204118294971870143,100000000.00020003,99990001.0002,0.0,5.617316947305282e-23,0.0,5.616755271794988e-15,9.90550657612019e-15,1.0057518115769486e-14,4.060969425478368e-05,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""-0x1.999999999997bp-2""]","[""-0x1.cccccccd22c5dp-1"", ""-0x1.998f1d851770ep-2""]","[""-0x1.57e4000000000p-35"", ""0x1.4f829044da000p-15""]","[""-0x1.57e429ed22dc3p-35"", ""0x1.4f829047710cbp-15""]",True
SPD_D02_C08_E1eM8,SPD,2,8,1e-8,13436459373671532285,100000000.00020003,50000000.500075005,0.0,0.0,0.0,0.0,2.2479699275649545e-15,4.408631741009029e-15,0.09805855785943236,OBSERVABLE,"[""0x1.0000000000000p-1"", ""-0x1.99999999998bcp-4""]","[""0x1.fffffc4f1a585p-2"", ""-0x1.99991361dda93p-5""]","[""-0x1.d872d3d800000p-25"", ""0x1.999a1fd1556e5p-5""]","[""-0x1.d872d3ddb3817p-25"", ""0x1.999a1fd15599cp-5""]",True
SPD_D02_C10_E1eM16,SPD,2,10,1e-16,15728502274935074776,10000000000.000196,9999990000.010197,0.0,0.0,0.0,0.0,3.1401841323221337e-15,4.440890988278878e-15,7.07106144791064e-07,OBSERVABLE,"[""-0x1.0000000000000p-1"", ""-0x1.ffffffffffdfcp-2""]","[""-0x1.ffffffffffc7cp-2"", ""-0x1.ffffde7212d14p-2""]","[""0x1.c200000000000p-45"", ""0x1.0c6f687400000p-21""]","[""0x1.c2cf56bec33d4p-45"", ""0x1.0c6f6a362276dp-21""]",True
SPD_D02_C10_E1eM15,SPD,2,10,1e-15,266195556703456573,10000000000.0008,9999900001.000801,0.0,1.37052184066093e-23,0.0,1.370508135579873e-13,2.0009850431808452e-14,1.4149100930861665e-13,7.070998516093347e-06,OBSERVABLE,"[""-0x1.999999999999ap-4"", ""-0x1.9999999999443p-4""]","[""-0x1.9999999996146p-4"", ""-0x1.99988d2acba66p-4""]","[""0x1.c2a0000000000p-43"", ""0x1.0c6ecd9dd0000p-20""]","[""0x1.c294aaabcf6f7p-43"", ""0x1.0c6ecda488de5p-20""]",True
SPD_D02_C10_E1eM14,SPD,2,10,1e-14,7993264266710751955,10000000000.000196,9999000099.990297,0.0,9.137052716526363e-24,0.0,9.136139102617207e-14,4.064348150754193e-14,9.579760461670832e-14,7.070361482824119e-05,OBSERVABLE,"[""-0x1.3333333333333p-2"", ""-0x1.33333333333dbp-2""]","[""-0x1.3333333325fe7p-2"", ""-0x1.332b56229ba1fp-2""]","[""0x1.a698000000000p-39"", ""0x1.f74425e6f0000p-16""]","[""0x1.a697ae422b46dp-39"", ""0x1.f74425ed2a134p-16""]",True
SPD_D02_C10_E1eM12,SPD,2,10,1e-12,5414176322249737425,10000000000.000196,9900990099.019997,0.0,2.9721082878475068e-24,0.0,2.94268147311943e-14,3.094925769057215e-14,3.356918319981709e-14,0.009665218632445575,OBSERVABLE,"[""0x1.999999999999ap-3"", ""-0x1.ccccccccccc9ep-1""]","[""0x1.9999997af9bcep-3"", ""-0x1.c83cd4e77cab9p-1""]","[""-0x1.e9fdcc0000000p-31"", ""0x1.23fdf95407940p-7""]","[""-0x1.e9fdcb1a83c24p-31"", ""0x1.23fdf95405dd1p-7""]",True
SPD_D02_C10_E1eM8,SPD,2,10,1e-8,15894068073190789212,10000000000.0008,99009901.980202,0.0,1.470507567848702e-23,0.0,1.4559481015384544e-15,6.135082640586423e-15,4.820176153665135e-15,0.700105863968193,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""0x1.ccccccccccb74p-1""]","[""-0x1.ccccc6849c61cp-1"", ""0x1.23fc7a2ee600fp-7""]","[""0x1.920c1ac400000p-23"", ""-0x1.c83cdae4111f4p-1""]","[""0x1.920c1ac410856p-23"", ""-0x1.c83cdae41120ep-1""]",True
SPD_D04_C02_E1eM16,SPD,4,2,1e-16,15704206836761994310,104.08173352187539,104.08173352187434,5.094061078814476e-17,5.09406107881448e-17,5.301987077493282e-15,5.3019870774932325e-15,1.6685563841834613e-14,1.5044866253487132e-14,3.742600875787781e-15,RESOLUTION_LIMITED,"[""0x1.0000000000000p-1"", ""0x1.ccccccccccccdp-1"", ""0x1.999999999999ap-2"", ""-0x1.999999999999cp-4""]","[""0x1.0000000000000p-1"", ""0x1.ccccccccccccdp-1"", ""0x1.9999999999951p-2"", ""-0x1.999999999994ep-4""]","[""0x0.0p+0"", ""0x0.0p+0"", ""-0x1.2400000000000p-48"", ""0x1.3800000000000p-50""]","[""-0x1.7d8829c11992cp-55"", ""-0x1.8d05c8a6c4957p-54"", ""-0x1.2071c57011f11p-48"", ""0x1.3b2fae907769fp-50""]",True
SPD_D04_C02_E1eM15,SPD,4,2,1e-15,17471857900932525417,102.02064029384523,102.02064029383506,2.6624807504087278e-17,5.324971657365821e-17,2.7162799092673668e-15,5.43257018030988e-15,1.3264116453127066e-14,1.2589742188077832e-14,2.1113011096177182e-14,TRANSITION,"[""0x1.ccccccccccccdp-1"", ""-0x1.0000000000000p-1"", ""0x1.9999999999998p-4"", ""0x1.999999999999ap-3""]","[""0x1.cccccccccccc4p-1"", ""-0x1.ffffffffffff6p-2"", ""0x1.99999999996dep-4"", ""0x1.99999999996cap-3""]","[""-0x1.2000000000000p-50"", ""0x1.4000000000000p-51"", ""-0x1.5d00000000000p-47"", ""-0x1.6800000000000p-46""]","[""-0x1.0a949e768b75ep-50"", ""0x1.1a3cb641f56eep-51"", ""-0x1.5d6aef64c0541p-47"", ""-0x1.68204c5725049p-46""]",True
SPD_D04_C02_E1eM14,SPD,4,2,1e-14,14385026615111123768,102.02084217779634,102.02084217769428,5.3074116401657e-17,5.4707540839602526e-17,5.414666053139471e-15,5.5813093899268845e-15,1.7936019271826203e-14,1.5436867541564034e-14,6.102960153611667e-13,OBSERVABLE,"[""0x1.999999999999ap-3"", ""0x1.ccccccccccccdp-1"", ""0x1.9999999999998p-4"", ""0x1.6666666666666p-1""]","[""0x1.9999999999946p-3"", ""0x1.ccccccccccc7dp-1"", ""0x1.9999999997b9dp-4"", ""0x1.6666666664dbcp-1""]","[""-0x1.5000000000000p-49"", ""-0x1.4000000000000p-47"", ""-0x1.dfb0000000000p-44"", ""-0x1.8aa0000000000p-41""]","[""-0x1.4bc65fbe22d0dp-49"", ""-0x1.4124740d35516p-47"", ""-0x1.dfab4e44b4d2dp-44"", ""-0x1.8aa005fc6ac89p-41""]",True
SPD_D04_C02_E1eM12,SPD,4,2,1e-12,7755346036421930937,103.04612997212827,103.04612996182111,4.7008220216493876e-17,4.700965477308965e-17,4.844015170187279e-15,4.8441629952081635e-15,1.9424260194581343e-14,1.4129070263521692e-14,7.21358489766669e-11,OBSERVABLE,"[""0x1.999999999999ap-1"", ""-0x1.fffffffffffffp-2"", ""-0x1.999999999999ap-1"", ""0x1.3333333333334p-1""]","[""0x1.9999999997eb2p-1"", ""-0x1.fffffffffca66p-2"", ""-0x1.99999998eaf26p-1"", ""0x1.33333332b0a12p-1""]","[""-0x1.ae80000000000p-41"", ""0x1.acc8000000000p-41"", ""0x1.5d4e800000000p-34"", ""-0x1.0524400000000p-34""]","[""-0x1.ae7fffb795e3dp-41"", ""0x1.acbe07e7506cbp-41"", ""0x1.5d4e62ded41d8p-34"", ""-0x1.052424f96b472p-34""]",True
SPD_D04_C02_E1eM8,SPD,4,2,1e-8,488136483731022202,104.08111214939827,104.08100698599821,2.0307746609190513e-19,5.1994585909265024e-17,2.11365285233272e-17,5.411648859256326e-15,1.1930406054246988e-14,9.873674303912148e-15,6.348959335118196e-07,OBSERVABLE,"[""0x1.6666666666666p-1"", ""-0x1.3333333333333p-1"", ""-0x1.0000000000000p-1"", ""-0x1.3333333333333p-1""]","[""0x1.66666624d344dp-1"", ""-0x1.333332f52e0eap-1"", ""-0x1.ffffdf266c755p-2"", ""-0x1.33331f621858ap-1""]","[""-0x1.064c864000000p-27"", ""0x1.f029248000000p-28"", ""0x1.06cc9c5580000p-21"", ""0x1.3d11ada900000p-21""]","[""-0x1.064c86683048ep-27"", ""0x1.f0292560ee371p-28"", ""0x1.06cc9c553732ap-21"", ""0x1.3d11ada806346p-21""]",True
SPD_D04_C04_E1eM16,SPD,4,4,1e-16,8350515755889220298,10000.06141426427,10000.06141425427,4.759187370811442e-17,1.8590573451072315e-19,4.759216599012797e-13,1.859068762369285e-15,4.176161738341247e-13,4.82221620762147e-13,8.078853579283083e-13,TRANSITION,"[""0x1.3333333333334p-2"", ""-0x1.999999999999ap-4"", ""0x1.999999999999ap-2"", ""0x1.6666666666664p-1""]","[""0x1.3333333333336p-2"", ""-0x1.999999999991ep-4"", ""0x1.999999999995ep-2"", ""0x1.6666666664dc7p-1""]","[""0x1.0000000000000p-53"", ""0x1.f000000000000p-50"", ""-0x1.e000000000000p-49"", ""-0x1.89d0000000000p-41""]","[""0x1.054976a7429bbp-53"", ""0x1.e82887bf1a615p-50"", ""-0x1.dba1d08ec25fbp-49"", ""-0x1.89dca9e94daeap-41""]",True
SPD_D04_C04_E1eM15,SPD,4,4,1e-15,5666598914125702123,10000.070909200871,10000.07090910088,6.88993625024374e-17,6.890987490870614e-17,6.889985106235842e-13,6.891036354248078e-13,1.5333144036249076e-12,1.3825430381467824e-12,9.019450047327436e-13,RESOLUTION_LIMITED,"[""-0x1.fffffffffffffp-2"", ""0x1.999999999999bp-2"", ""-0x1.cccccccccccccp-1"", ""-0x1.99999999999a1p-4""]","[""-0x1.ffffffffffffap-2"", ""0x1.99999999996b8p-2"", ""-0x1.cccccccccc9abp-1"", ""-0x1.9999999988162p-4""]","[""0x1.4000000000000p-52"", ""-0x1.7180000000000p-45"", ""0x1.9080000000000p-44"", ""0x1.183f000000000p-40""]","[""0x1.b70724a730ca8p-52"", ""-0x1.70cde80df492ep-45"", ""0x1.9063e775d4d0fp-44"", ""0x1.1835b1f57b6dap-40""]",True
SPD_D04_C04_E1eM14,SPD,4,4,1e-14,5675159585946543178,10000.071325614797,10000.071324614892,4.940506592081175e-19,1.2351266480587225e-19,4.940541830548208e-15,1.2351354575519755e-15,1.2426375874959259e-14,1.0616569386438259e-14,6.838975873758889e-11,OBSERVABLE,"[""-0x1.3333333333333p-1"", ""-0x1.3333333333333p-1"", ""-0x1.999999999999ap-4"", ""0x1.9999999999999p-1""]","[""-0x1.3333333333339p-1"", ""-0x1.3333333331b3cp-1"", ""-0x1.9999999999731p-4"", ""0x1.99999998e9942p-1""]","[""-0x1.8000000000000p-51"", ""0x1.7f70000000000p-41"", ""0x1.3480000000000p-47"", ""-0x1.600ae00000000p-34""]","[""-0x1.6d6330a3d08b0p-51"", ""0x1.7f693370afd17p-41"", ""0x1.335a2aad5719cp-47"", ""-0x1.600af416a1dc5p-34""]",True
SPD_D04_C04_E1eM12,SPD,4,4,1e-12,3195685084840055028,10000.050493170844,10000.050393179843,8.323090625849759e-19,0.0,8.32313265177352e-15,0.0,2.0222018259047107e-14,1.2764024744452117e-14,5.056487240689804e-09,OBSERVABLE,"[""0x1.0000000000000p-1"", ""-0x1.cccccccccccccp-1"", ""0x1.ccccccccccccep-1"", ""-0x1.9999999999999p-1""]","[""0x1.fffffffff6c16p-2"", ""-0x1.cccccccbdff9ap-1"", ""0x1.cccccccc148b1p-1"", ""-0x1.99999954cbd1ep-1""]","[""-0x1.27d4000000000p-39"", ""0x1.d9a6400000000p-34"", ""-0x1.7083a00000000p-34"", ""0x1.13371ec000000p-27""]","[""-0x1.27d33bd511842p-39"", ""0x1.d9a64a2b772e8p-34"", ""-0x1.70835b1ead26ap-34"", ""0x1.13371f00d73e0p-27""]",True
SPD_D04_C04_E1eM8,SPD,4,4,1e-8,2464244442272107736,10000.131902954068,9999.132084646315,1.161174944868971e-18,1.2982739335017307e-18,1.1611902611095264e-14,1.29816125431373e-14,4.054362794360057e-14,2.903389501793315e-14,5.747031936587179e-05,OBSERVABLE,"[""0x1.9999999999999p-4"", ""0x1.ccccccccccccep-1"", ""-0x1.6666666666666p-1"", ""0x1.999999999999ap-1""]","[""0x1.99999a7cef3d5p-4"", ""0x1.cccca8f1ca9c8p-1"", ""-0x1.66664be922960p-1"", ""0x1.998f15209ee5cp-1""]","[""0x1.c6ab478000000p-29"", ""-0x1.1ed8118300000p-20"", ""0x1.a7d43d0600000p-21"", ""-0x1.508f1f567c000p-14""]","[""0x1.c6ab476c06212p-29"", ""-0x1.1ed81181cebcbp-20"", ""0x1.a7d43d068cf69p-21"", ""-0x1.508f1f567c426p-14""]",True
SPD_D04_C06_E1eM16,SPD,4,6,1e-16,13392536289890968477,1000002.0706132241,1000002.0705132236,5.575828329648441e-17,1.3612860508723732e-20,5.575839875343216e-11,1.3612888694331612e-14,6.084492634715005e-11,5.5776452534224654e-11,4.5851903397325876e-11,RESOLUTION_LIMITED,"[""-0x1.ccccccccccccep-1"", ""-0x1.3333333333333p-2"", ""0x1.999999999999ap-3"", ""0x1.0000000000000p-1""]","[""-0x1.cccccccccccc8p-1"", ""-0x1.333333333335bp-2"", ""0x1.9999999997674p-3"", ""0x1.ffffffff2405ep-2""]","[""0x1.8000000000000p-51"", ""-0x1.4000000000000p-49"", ""-0x1.1930000000000p-42"", ""-0x1.b7f4400000000p-35""]","[""0x1.72545f7301e11p-51"", ""-0x1.45ccaf4103ab1p-49"", ""-0x1.195c6c9dd98e9p-42"", ""-0x1.b7f64a950e8ccp-35""]",True
SPD_D04_C06_E1eM15,SPD,4,6,1e-15,5103369645803992699,1000004.0812078727,1000004.0802078688,1.0186515840118024e-21,1.01865158422065e-21,1.0186557413406676e-15,1.0186557405308604e-15,6.8864248652891486e-15,6.478203579333203e-15,5.651009244845123e-10,OBSERVABLE,"[""0x1.3333333333333p-1"", ""-0x1.0000000000000p-1"", ""0x1.9999999999999p-2"", ""-0x1.3333333333339p-1""]","[""0x1.3333333333399p-1"", ""-0x1.0000000000278p-1"", ""0x1.9999999982b95p-2"", ""-0x1.3333332e0a46ep-1""]","[""0x1.9800000000000p-47"", ""-0x1.3c00000000000p-44"", ""-0x1.6e04000000000p-38"", ""0x1.4a3b2c0000000p-31""]","[""0x1.9b395ace2e2aap-47"", ""-0x1.3bdf25adc8e02p-44"", ""-0x1.6e03a8f852255p-38"", ""0x1.4a3b520088a4bp-31""]",True
SPD_D04_C06_E1eM14,SPD,4,6,1e-14,10607137628927150247,1000001.0207101644,1000001.0107101538,4.6779840924366215e-21,4.714389188559429e-21,4.677988867302556e-15,4.714393953440473e-15,1.1737922998285722e-14,1.3833274915222278e-14,2.3617019495363033e-09,OBSERVABLE,"[""-0x1.3333333333334p-1"", ""0x1.999999999999ap-2"", ""-0x1.999999999999bp-2"", ""0x1.999999999997ep-3""]","[""-0x1.33333333333b2p-1"", ""0x1.9999999999174p-2"", ""-0x1.99999998e137fp-2"", ""0x1.99999954c2576p-3""]","[""-0x1.f800000000000p-47"", ""-0x1.04c0000000000p-43"", ""0x1.70c3800000000p-35"", ""-0x1.135d020000000p-29""]","[""-0x1.f9acf9e62b05ap-47"", ""-0x1.04c2010d9c90fp-43"", ""0x1.70c366c82f31ap-35"", ""-0x1.135d03c1bc94bp-29""]",True
SPD_D04_C06_E1eM12,SPD,4,6,1e-12,3551787230731065486,1000005.0997096811,1000004.099702502,5.857658252509095e-17,0.0,5.857688125208719e-11,0.0,5.828767958253792e-11,5.858132214416289e-11,1.0077255136215251e-07,OBSERVABLE,"[""0x1.ccccccccccccdp-1"", ""-0x1.9999999999998p-2"", ""-0x1.9999999999996p-4"", ""-0x1.99999999999f6p-4""]","[""0x1.cccccccccf182p-1"", ""-0x1.999999989c61bp-2"", ""-0x1.999999479667ap-4"", ""-0x1.99997eafc3b78p-4""]","[""0x1.25a8000000000p-40"", ""0x1.fa6fa00000000p-35"", ""0x1.480cc70000000p-30"", ""0x1.ae9d5e7e00000p-24""]","[""0x1.25b396810492ep-40"", ""0x1.fa6fc994123dcp-35"", ""0x1.480cc671386b3p-30"", ""0x1.ae9d5e8bffa80p-24""]",True
SPD_D04_C06_E1eM8,SPD,4,6,1e-8,10109430479675230262,1000008.1592491964,990107.058281848,2.5705906347811623e-19,4.7101129354570746e-23,2.5706116088713945e-13,4.663516062700684e-17,2.853058558699298e-13,2.615394492693121e-13,0.006344905339425075,OBSERVABLE,"[""0x1.3333333333334p-1"", ""0x1.3333333333333p-2"", ""-0x1.ffffffffffffep-2"", ""-0x1.6666666666666p-1""]","[""0x1.3333331fa7941p-1"", ""0x1.3332bd3b16722p-2"", ""-0x1.fff68288c7719p-2"", ""-0x1.62db336fb2bccp-1""]","[""-0x1.38b9f30000000p-29"", ""-0x1.d7e0730440000p-20"", ""0x1.2faee711ca000p-15"", ""0x1.c5997b59d4d00p-8""]","[""-0x1.38b9f2d1720e8p-29"", ""-0x1.d7e073042b869p-20"", ""0x1.2faee711c89f2p-15"", ""0x1.c5997b59d4d11p-8""]",True
