system_id,family,dimension,condition_exponent,epsilon,seed,condition2_j,condition2_guarded,backward_error_j,backward_error_guarded,forward_bound_j,forward_bound_guarded,U_direct,relative_uncertainty,eta_stable_binary64,wp27_style_label,z_binary64_hex,zg_binary64_hex,delta_direct_hex,delta_stable_hex,finite
SADDLE_POINT_LIKE_D08_C02_E1eM8,SADDLE_POINT_LIKE,8,2,1e-8,294296007334751103,187.31308001026508,187.31329305853166,5.5251188258425203e-17,4.600359462161523e-17,1.0349270246912727e-14,8.617084801104579e-15,4.341398092643274e-14,2.3407249795492122e-14,5.126834539022742e-07,OBSERVABLE,"[""0x1.9999999999995p-3"", ""-0x1.3333333333332p-2"", ""0x1.6666666666666p-1"", ""0x1.999999999999ap-1"", ""0x1.ccccccccccccfp-1"", ""-0x1.999999999999ap-1"", ""-0x1.9999999999996p-1"", ""0x1.3333333333305p-2""]","[""0x1.99999868512fbp-3"", ""-0x1.333332879e71ap-2"", ""0x1.6666690fde898p-1"", ""0x1.999998a1320b2p-1"", ""0x1.ccccccfca0eb4p-1"", ""-0x1.999999cecc2b2p-1"", ""-0x1.9999b87abaf2cp-1"", ""0x1.33334230abbeap-2""]","[""-0x1.314869a000000p-27"", ""0x1.5729830000000p-27"", ""0x1.54bc119000000p-24"", ""-0x1.f0cf1d0000000p-26"", ""0x1.7ea0f28000000p-28"", ""-0x1.a9948c0000000p-28"", ""-0x1.ee12159600000p-21"", ""0x1.dfaf11ca00000p-23""]","[""-0x1.3148696f097f9p-27"", ""0x1.57298315224c3p-27"", ""0x1.54bc119dc9f73p-24"", ""-0x1.f0cf1d178560ep-26"", ""0x1.7ea0f299798d1p-28"", ""-0x1.a9948c2db601fp-28"", ""-0x1.ee1215b396cc0p-21"", ""0x1.dfaf11956235bp-23""]",True
SADDLE_POINT_LIKE_D08_C04_E1eM16,SADDLE_POINT_LIKE,8,4,1e-16,17095197172253103880,18015.41393111418,18015.413931133993,4.504428919749086e-17,7.331136482730843e-17,8.114915151262714e-13,1.3207345832220832e-12,3.2262964042366285e-12,2.136666990447014e-12,3.588073955905417e-13,RESOLUTION_LIMITED,"[""-0x1.9999999999998p-2"", ""0x1.9999999999999p-1"", ""-0x1.3333333333332p-2"", ""0x1.6666666666666p-1"", ""0x1.3333333333332p-1"", ""-0x1.9999999999976p-3"", ""0x1.fffffffffffe8p-2"", ""0x1.fffffffffff51p-2""]","[""-0x1.9999999999996p-2"", ""0x1.999999999999bp-1"", ""-0x1.3333333333339p-2"", ""0x1.6666666666639p-1"", ""0x1.3333333333332p-1"", ""-0x1.99999999999edp-3"", ""0x1.000000000001ap-1"", ""0x1.00000000012f9p-1""]","[""0x1.0000000000000p-53"", ""0x1.0000000000000p-52"", ""-0x1.c000000000000p-52"", ""-0x1.6800000000000p-48"", ""0x0.0p+0"", ""-0x1.dc00000000000p-49"", ""0x1.3000000000000p-48"", ""0x1.3508000000000p-41""]","[""0x1.d93a4539fd233p-55"", ""0x1.6da2d702e6a85p-53"", ""-0x1.d1f25d3e88368p-52"", ""-0x1.687ac1f17f323p-48"", ""0x1.8486e19a3e317p-54"", ""-0x1.271ba31de6349p-48"", ""0x1.4065f480e3b17p-48"", ""0x1.30f78fa1fae54p-41""]",True
SADDLE_POINT_LIKE_D08_C04_E1eM15,SADDLE_POINT_LIKE,8,4,1e-15,5274871947131398858,18004.815678965384,18004.81567916349,9.298200705045508e-17,6.233418822101823e-17,1.6741238984065062e-12,1.1223155694309767e-12,4.311900506031734e-12,2.8008803599372538e-12,3.520581768453973e-12,TRANSITION,"[""0x1.0000000000001p-1"", ""-0x1.6666666666667p-1"", ""-0x1.3333333333332p-1"", ""-0x1.ccccccccccccep-1"", ""-0x1.999999999999ap-2"", ""0x1.99999999999c5p-4"", ""0x1.9999999999991p-3"", ""-0x1.ffffffffffe4ap-2""]","[""0x1.ffffffffffffcp-2"", ""-0x1.6666666666673p-1"", ""-0x1.333333333334ap-1"", ""-0x1.ccccccccccb0cp-1"", ""-0x1.99999999999bap-2"", ""0x1.9999999999ee5p-4"", ""0x1.999999999a019p-3"", ""-0x1.000000000bdafp-1""]","[""-0x1.8000000000000p-52"", ""-0x1.8000000000000p-50"", ""-0x1.8000000000000p-49"", ""0x1.c200000000000p-45"", ""-0x1.0000000000000p-49"", ""0x1.4800000000000p-46"", ""0x1.a200000000000p-45"", ""-0x1.7d14000000000p-38""]","[""-0x1.7ddbc6caf55bap-53"", ""-0x1.a832ab1dfe0e2p-50"", ""-0x1.6c569276e1b7ep-49"", ""0x1.c2a72a698e6bfp-45"", ""-0x1.f20b092c1acacp-50"", ""0x1.402b20beccb0bp-46"", ""0x1.9e6db3ac21844p-45"", ""-0x1.7d5b6a9f42da6p-38""]",True
SADDLE_POINT_LIKE_D08_C04_E1eM14,SADDLE_POINT_LIKE,8,4,1e-14,9816868034333223653,18023.302536246036,18023.30253823118,7.472318194164748e-17,6.683645198728314e-17,1.346758514607083e-12,1.2046135947502174e-12,3.130218865796191e-12,2.555813001478052e-12,4.489628491566292e-11,OBSERVABLE,"[""0x1.3333333333335p-2"", ""0x1.9999999999998p-2"", ""0x1.9999999999999p-4"", ""-0x1.999999999999bp-4"", ""0x1.ccccccccccccep-1"", ""-0x1.9999999999985p-4"", ""-0x1.9999999999994p-2"", ""0x1.0000000000016p-1""]","[""0x1.3333333333232p-2"", ""0x1.9999999999a58p-2"", ""0x1.999999999a208p-4"", ""-0x1.99999999a2630p-4"", ""0x1.ccccccccccd2fp-1"", ""-0x1.9999999999ffdp-4"", ""-0x1.999999999ab76p-2"", ""0x1.0000000078e88p-1""]","[""-0x1.0300000000000p-46"", ""0x1.8000000000000p-47"", ""0x1.0de0000000000p-45"", ""-0x1.192a000000000p-41"", ""0x1.8400000000000p-47"", ""-0x1.9e00000000000p-46"", ""-0x1.1e20000000000p-42"", ""0x1.e39c800000000p-35""]","[""-0x1.01809785ba444p-46"", ""0x1.7ddbfefb11342p-47"", ""0x1.0da4721468970p-45"", ""-0x1.192fe70b752fdp-41"", ""0x1.884c168b3684dp-47"", ""-0x1.9e0bca8def917p-46"", ""-0x1.1db2c1456fafcp-42"", ""0x1.e3a41d019fdbfp-35""]",True
SADDLE_POINT_LIKE_D08_C04_E1eM12,SADDLE_POINT_LIKE,8,4,1e-12,14864700439380866656,18005.685147312528,18005.68534538531,6.11693400345563e-17,9.256354869142021e-17,1.101395877332333e-12,1.6666701321927422e-12,3.528825176099377e-12,2.7725069018240884e-12,8.742530857738157e-10,OBSERVABLE,"[""0x1.3333333333335p-2"", ""0x1.3333333333331p-2"", ""0x1.3333333333334p-2"", ""0x1.999999999999bp-2"", ""-0x1.3333333333334p-1"", ""0x1.99999999999b7p-4"", ""0x1.ccccccccccccbp-1"", ""-0x1.9999999999e06p-4""]","[""0x1.3333333335050p-2"", ""0x1.333333332eccap-2"", ""0x1.333333330bf7dp-2"", ""0x1.99999999c4b9dp-2"", ""-0x1.3333333335896p-1"", ""0x1.9999999a01b49p-4"", ""0x1.cccccccd93ccbp-1"", ""-0x1.999999e5ce970p-4""]","[""0x1.d1b0000000000p-42"", ""-0x1.199c000000000p-40"", ""-0x1.39db800000000p-37"", ""0x1.5901000000000p-37"", ""-0x1.2b10000000000p-40"", ""0x1.a064800000000p-38"", ""0x1.8e00000000000p-34"", ""-0x1.30d2da8000000p-30""]","[""0x1.d2000c736ad4bp-42"", ""-0x1.19a32e6bdc84fp-40"", ""-0x1.39da419d13dabp-37"", ""0x1.590219b931bf6p-37"", ""-0x1.2b22ee5c8bf45p-40"", ""0x1.a076eceea2330p-38"", ""0x1.8dffd5ec3bd39p-34"", ""-0x1.30d429efe8eb2p-30""]",True
SADDLE_POINT_LIKE_D08_C04_E1eM8,SADDLE_POINT_LIKE,8,4,1e-8,10559559764179383922,18036.568573870692,18038.556723345602,4.767963422121831e-17,2.665351794569239e-18,8.599769922088154e-13,4.8079099534010517e-14,1.6399581733538756e-12,9.124971369139833e-13,1.796393644106339e-05,OBSERVABLE,"[""0x1.9999999999997p-1"", ""-0x1.999999999999ap-2"", ""-0x1.6666666666664p-1"", ""-0x1.9999999999999p-1"", ""0x1.cccccccccccd0p-1"", ""-0x1.333333333332fp-1"", ""0x1.999999999995fp-3"", ""-0x1.3333333333351p-2""]","[""0x1.9999995679a67p-1"", ""-0x1.99999532cb868p-2"", ""-0x1.666666d2be872p-1"", ""-0x1.99998f89d6875p-1"", ""0x1.ccccccc2c582fp-1"", ""-0x1.333348e5ec2f0p-1"", ""0x1.9999a8c3fbce8p-3"", ""-0x1.333ba94601962p-2""]","[""-0x1.0c7fcc0000000p-27"", ""0x1.19b384c800000p-24"", ""-0x1.b160838000000p-27"", ""0x1.41f8624800000p-22"", ""-0x1.40e9420000000p-30"", ""-0x1.5b2b8fc100000p-21"", ""0x1.e54c471200000p-24"", ""-0x1.0ec259cc22000p-15""]","[""-0x1.0c7fcc9ac02c9p-27"", ""0x1.19b384c9972eap-24"", ""-0x1.b160835c6f560p-27"", ""0x1.41f86249ac306p-22"", ""-0x1.40e93fcda5d58p-30"", ""-0x1.5b2b8fbcc5b6bp-21"", ""0x1.e54c475134055p-24"", ""-0x1.0ec259cc31deap-15""]",True
SADDLE_POINT_LIKE_D08_C06_E1eM16,SADDLE_POINT_LIKE,8,6,1e-16,7791068449160260479,1799418.939144995,1799418.9393428457,4.9665740153087473e-17,3.7399861522792213e-17,8.936947346610655e-11,6.729801915744109e-11,1.5430395947288418e-10,1.5667193351572564e-10,1.1149288296125747e-11,RESOLUTION_LIMITED,"[""0x1.999999999999ap-4"", ""0x1.9999999999999p-2"", ""-0x1.3333333333333p-2"", ""0x1.999999999999ap-4"", ""0x1.999999999999bp-4"", ""0x1.99999999999a4p-1"", ""-0x1.9999999999a97p-3"", ""0x1.9999999999e92p-4""]","[""0x1.99999999999a0p-4"", ""0x1.9999999999985p-2"", ""-0x1.333333333330dp-2"", ""0x1.99999999996ccp-4"", ""0x1.999999999998ap-4"", ""0x1.99999999999e9p-1"", ""-0x1.999999999b8bap-3"", ""0x1.9999999a5b3d0p-4""]","[""0x1.8000000000000p-54"", ""-0x1.4000000000000p-50"", ""0x1.3000000000000p-49"", ""-0x1.6700000000000p-47"", ""-0x1.1000000000000p-52"", ""0x1.1400000000000p-47"", ""-0x1.e230000000000p-43"", ""0x1.82a7c00000000p-37""]","[""0x1.ce17e69f479a4p-54"", ""-0x1.25b3314a160c1p-50"", ""0x1.2bca3a311a164p-49"", ""-0x1.66cde3073ad8ap-47"", ""-0x1.1c75c2acf9bbcp-52"", ""0x1.060597ac3fc4ep-47"", ""-0x1.db8787e9af408p-43"", ""0x1.8247ad1fe0579p-37""]",True
SADDLE_POINT_LIKE_D08_C06_E1eM15,SADDLE_POINT_LIKE,8,6,1e-15,16919800693127199112,1800684.1645486793,1800684.1665297826,6.333661388209406e-17,2.6305727579221102e-17,1.1404923766662804e-10,4.736830714319303e-11,2.587791291677401e-10,1.6142198570213683e-10,6.796317794121785e-11,RESOLUTION_LIMITED,"[""0x1.999999999999fp-2"", ""0x1.9999999999999p-1"", ""0x1.9999999999999p-4"", ""-0x1.6666666666665p-1"", ""0x1.ccccccccccccbp-1"", ""-0x1.3333333333335p-1"", ""-0x1.333333333331ep-2"", ""-0x1.999999999aa56p-4""]","[""0x1.9999999999986p-2"", ""0x1.99999999999e0p-1"", ""0x1.999999999a200p-4"", ""-0x1.66666666662e7p-1"", ""0x1.cccccccccccd8p-1"", ""-0x1.33333333335f6p-1"", ""-0x1.3333333340965p-2"", ""-0x1.999999a115e0ep-4""]","[""-0x1.9000000000000p-50"", ""0x1.1c00000000000p-47"", ""0x1.0ce0000000000p-45"", ""0x1.bf00000000000p-44"", ""0x1.a000000000000p-50"", ""-0x1.6080000000000p-44"", ""-0x1.ac8e000000000p-39"", ""-0x1.decee00000000p-34""]","[""-0x1.434e91e6ca07ap-50"", ""0x1.1496647972adep-47"", ""0x1.0cd54220e9e0cp-45"", ""0x1.bf536e154dd56p-44"", ""0x1.8a524e51cfe6cp-50"", ""-0x1.5857b91406837p-44"", ""-0x1.ac415c1239c4dp-39"", ""-0x1.defe87b4bf271p-34""]",True
SADDLE_POINT_LIKE_D08_C06_E1eM14,SADDLE_POINT_LIKE,8,6,1e-14,15205703169713404294,1800349.4290486972,1800349.4488544813,6.062779068814208e-17,4.451787823176399e-17,1.091512083617945e-10,8.014773754515088e-11,3.2842910128230556e-10,1.8930338687433773e-10,3.1750497089853036e-09,OBSERVABLE,"[""0x1.9999999999995p-4"", ""-0x1.9999999999999p-1"", ""-0x1.0000000000001p-1"", ""-0x1.3333333333335p-2"", ""0x1.999999999999bp-1"", ""-0x1.6666666666663p-1"", ""0x1.9999999999967p-1"", ""-0x1.ffffffffff997p-2""]","[""0x1.999999999994ep-4"", ""-0x1.9999999999724p-1"", ""-0x1.0000000001de9p-1"", ""-0x1.333333331d342p-2"", ""0x1.9999999999c93p-1"", ""-0x1.666666666a7bfp-1"", ""0x1.9999999a63a0ep-1"", ""-0x1.0000002f4f8bfp-1""]","[""-0x1.1c00000000000p-50"", ""0x1.3a80000000000p-44"", ""-0x1.de80000000000p-41"", ""0x1.5ff3000000000p-38"", ""0x1.7c00000000000p-44"", ""-0x1.0570000000000p-39"", ""0x1.9414e00000000p-34"", ""-0x1.7a7df9c000000p-28""]","[""-0x1.035de15a9eaf5p-50"", ""0x1.3b4ae1471f48ap-44"", ""-0x1.de8688d2ac70bp-41"", ""0x1.5ff16109034f5p-38"", ""0x1.7c3f2b15d3d20p-44"", ""-0x1.0593e442889d1p-39"", ""0x1.9406b66482418p-34"", ""-0x1.7a7d20b920093p-28""]",True
SADDLE_POINT_LIKE_D08_C06_E1eM12,SADDLE_POINT_LIKE,8,6,1e-12,8622341725761639268,1800896.987661565,1800898.9694664667,5.644724102550319e-17,2.465229523698916e-20,1.0165566633496888e-10,4.439629308727883e-14,1.6336162210336207e-10,1.0170450352517638e-10,3.426578806899805e-07,OBSERVABLE,"[""0x1.9999999999998p-2"", ""-0x1.0000000000000p-1"", ""0x1.999999999999bp-4"", ""-0x1.cccccccccccccp-1"", ""0x1.ccccccccccccep-1"", ""-0x1.9999999999998p-3"", ""0x1.fffffffffffeap-2"", ""-0x1.0000000000334p-1""]","[""0x1.9999999969ae3p-2"", ""-0x1.0000000005077p-1"", ""0x1.9999999576b6bp-4"", ""-0x1.ccccccc881c43p-1"", ""0x1.ccccccccd3141p-1"", ""-0x1.999999973f817p-3"", ""0x1.0000003755443p-1"", ""-0x1.000012777cd0ap-1""]","[""-0x1.7f5a800000000p-37"", ""-0x1.41dc000000000p-39"", ""-0x1.08b8c00000000p-34"", ""0x1.12c2240000000p-31"", ""0x1.91cc000000000p-39"", ""0x1.2d0c080000000p-34"", ""0x1.baaa270000000p-28"", ""-0x1.2777c9d600000p-21""]","[""-0x1.7f5b50b70e8f9p-37"", ""-0x1.41dc857566a7dp-39"", ""-0x1.08b8b32f266f4p-34"", ""0x1.12c227315a789p-31"", ""0x1.91ce99a929a78p-39"", ""0x1.2d0c96f081ab1p-34"", ""0x1.baaa1a19e245ap-28"", ""-0x1.2777d1df87a43p-21""]",True
SADDLE_POINT_LIKE_D08_C06_E1eM8,SADDLE_POINT_LIKE,8,6,1e-8,14616751880936224367,1802346.6922973036,1822417.1924928573,3.995405454456009e-17,3.3094678580238206e-17,7.201105805743952e-11,6.031231122828879e-11,2.48800763639533e-10,1.3242328474291058e-10,0.004156713073992057,OBSERVABLE,"[""-0x1.3333333333335p-2"", ""0x1.6666666666666p-1"", ""-0x1.9999999999998p-1"", ""-0x1.3333333333335p-1"", ""-0x1.999999999999ap-1"", ""-0x1.99999999999f1p-4"", ""-0x1.ccccccccccdafp-1"", ""-0x1.6666666665dc6p-1""]","[""-0x1.33333c3a3a9f0p-2"", ""0x1.6666698d02ce1p-1"", ""-0x1.999976a20b58ap-1"", ""-0x1.333245aacebd9p-1"", ""-0x1.9999945eecba2p-1"", ""-0x1.999bd8216f400p-4"", ""-0x1.ccdb69aae66d3p-1"", ""-0x1.6a65ef7705268p-1""]","[""-0x1.20e0ed7600000p-23"", ""0x1.934e33d800000p-24"", ""0x1.17bc720700000p-20"", ""0x1.db10c8eb80000p-18"", ""0x1.4eab37e000000p-23"", ""-0x1.1f43ead078000p-19"", ""-0x1.d39bc33248000p-14"", ""-0x1.ffc4884fa5100p-8""]","[""-0x1.20e0ed7ac0e6ep-23"", ""0x1.934e33c878358p-24"", ""0x1.17bc7207ab104p-20"", ""0x1.db10c8eb3de90p-18"", ""0x1.4eab37e35bb37p-23"", ""-0x1.1f43eace8d8aep-19"", ""-0x1.d39bc3346338ap-14"", ""-0x1.ffc4884fa0b48p-8""]",True
SADDLE_POINT_LIKE_D08_C08_E1eM16,SADDLE_POINT_LIKE,8,8,1e-16,13230849836756187459,180103533.89334756,180103535.87564212,2.3782473837908055e-17,6.245400510958437e-17,4.2833076012800486e-09,1.124818727635328e-08,2.880663991143025e-08,1.5531499341612327e-08,4.749528962297074e-09,RESOLUTION_LIMITED,"[""0x1.0000000000000p-1"", ""0x1.999999999999ap-2"", ""-0x1.999999999999bp-1"", ""-0x1.ccccccccccccdp-1"", ""0x1.999999999999bp-3"", ""0x1.cccccccccccc7p-1"", ""-0x1.33333333329cbp-2"", ""-0x1.99999999996fdp-1""]","[""0x1.0000000000045p-1"", ""0x1.9999999999999p-2"", ""-0x1.9999999999842p-1"", ""-0x1.cccccccccb0a5p-1"", ""0x1.9999999999684p-3"", ""0x1.cccccccccd1a9p-1"", ""-0x1.33333333f63ccp-2"", ""-0x1.999999e546810p-1""]","[""0x1.1400000000000p-47"", ""-0x1.0000000000000p-54"", ""0x1.5900000000000p-45"", ""0x1.c280000000000p-41"", ""-0x1.8b80000000000p-46"", ""0x1.3880000000000p-43"", ""-0x1.8740200000000p-35"", ""-0x1.2eb444c000000p-27""]","[""0x1.11d7469d65b3ap-47"", ""-0x1.19038d1b09b0fp-54"", ""0x1.57a6addc04ad9p-45"", ""0x1.c2723c1134d09p-41"", ""-0x1.8c9f48595ca04p-46"", ""0x1.3793cbc8833d9p-43"", ""-0x1.868de0263b77fp-35"", ""-0x1.2eac5c72d6912p-27""]",True
SADDLE_POINT_LIKE_D08_C08_E1eM15,SADDLE_POINT_LIKE,8,8,1e-15,8124515418491739607,180159911.4777765,180159931.31407404,6.024790405695358e-17,3.901857691980558e-17,1.0854257179437226e-08,7.029584187260141e-09,2.554324110797714e-08,1.7883845902514194e-08,3.8528935246978525e-08,TRANSITION,"[""-0x1.ccccccccccccbp-1"", ""-0x1.0000000000000p-1"", ""-0x1.9999999999999p-3"", ""0x1.999999999999bp-3"", ""-0x1.0000000000001p-1"", ""-0x1.3333333333336p-1"", ""0x1.999999999937ep-3"", ""0x1.fffffffffeda2p-2""]","[""-0x1.cccccccccc917p-1"", ""-0x1.ffffffffff867p-2"", ""-0x1.999999999b60ep-3"", ""0x1.999999996da7bp-3"", ""-0x1.00000000003b7p-1"", ""-0x1.333333333677ep-1"", ""0x1.9999999f303fap-3"", ""0x1.000001d8b3897p-1""]","[""0x1.da00000000000p-44"", ""0x1.e640000000000p-44"", ""-0x1.c750000000000p-43"", ""-0x1.5f90000000000p-38"", ""-0x1.db00000000000p-44"", ""-0x1.a240000000000p-40"", ""0x1.65c1f00000000p-33"", ""0x1.d8b41c6000000p-25""]","[""0x1.db5158737e151p-44"", ""0x1.e61f7baa05350p-44"", ""-0x1.c72acb7147ccbp-43"", ""-0x1.5f8f9ba0d79fcp-38"", ""-0x1.dd0c8f501bb72p-44"", ""-0x1.a269d58a9810ep-40"", ""0x1.6593738f8a0bep-33"", ""0x1.d8b4707820855p-25""]",True
SADDLE_POINT_LIKE_D08_C08_E1eM14,SADDLE_POINT_LIKE,8,8,1e-14,11859490571264730293,180391229.56252748,180391428.44106194,4.928037285075542e-17,4.7921225647025624e-17,8.88974713087517e-09,8.644578421842141e-09,1.880347443842653e-08,1.753433032545552e-08,2.047159662477694e-07,OBSERVABLE,"[""-0x1.999999999999dp-4"", ""-0x1.9999999999998p-3"", ""0x1.999999999999ap-2"", ""0x1.999999999999ap-3"", ""0x1.ccccccccccccdp-1"", ""-0x1.999999999999bp-4"", ""-0x1.9999999999f70p-3"", ""-0x1.999999999c429p-3""]","[""-0x1.999999999cc77p-4"", ""-0x1.999999999d0a6p-3"", ""0x1.99999999a09d0p-2"", ""0x1.9999999a4939dp-3"", ""0x1.cccccccccd2ddp-1"", ""-0x1.999999992e982p-4"", ""-0x1.999999c2142f6p-3"", ""-0x1.9999b7109b70cp-3""]","[""-0x1.96d0000000000p-43"", ""-0x1.b870000000000p-42"", ""0x1.c0d8000000000p-40"", ""0x1.5f40600000000p-36"", ""0x1.8400000000000p-43"", ""0x1.ac06400000000p-38"", ""-0x1.43d1c30000000p-30"", ""-0x1.d76ff2e300000p-23""]","[""-0x1.96dbbc0e90623p-43"", ""-0x1.b8607c1dee71bp-42"", ""0x1.c0db32dd45216p-40"", ""0x1.5f4051fbe8613p-36"", ""0x1.83aaf5b25414cp-43"", ""0x1.ac07bf8a07c76p-38"", ""-0x1.43d03aa40caecp-30"", ""-0x1.d77008a5f332ep-23""]",True
SADDLE_POINT_LIKE_D08_C08_E1eM12,SADDLE_POINT_LIKE,8,8,1e-12,4542689327874184003,180204980.32105392,180224826.15907004,5.640784960458185e-17,7.846500496500984e-17,1.0164975531273369e-08,1.4141342079367019e-08,3.964257263792859e-08,2.4306420802701183e-08,2.7078537914567636e-05,OBSERVABLE,"[""-0x1.6666666666666p-1"", ""-0x1.ffffffffffffep-2"", ""-0x1.6666666666665p-1"", ""-0x1.3333333333334p-1"", ""0x1.3333333333333p-2"", ""-0x1.9999999999994p-4"", ""0x1.ccccccccccd79p-1"", ""0x1.999999999d2edp-2""]","[""-0x1.66666667185c2p-1"", ""-0x1.000000002e634p-1"", ""-0x1.6666666e225ffp-1"", ""-0x1.33333355a5d7fp-1"", ""0x1.333333357e6dcp-2"", ""-0x1.9999997a43e96p-4"", ""0x1.cccceebd1d5bap-1"", ""0x1.99a52c9a39cfbp-2""]","[""-0x1.63eb800000000p-34"", ""-0x1.731a800000000p-36"", ""-0x1.eefe680000000p-31"", ""-0x1.1395258000000p-28"", ""0x1.259d480000000p-33"", ""0x1.f55afe0000000p-32"", ""0x1.0f82842080000p-20"", ""0x1.726013941c000p-15""]","[""-0x1.63ebb081adb6cp-34"", ""-0x1.731a706528c30p-36"", ""-0x1.eefe66638e78cp-31"", ""-0x1.1395257656e50p-28"", ""0x1.259d4dc6b70cep-33"", ""0x1.f55b16c5741ccp-32"", ""0x1.0f8286ff8fcfap-20"", ""0x1.726012c9d8a43p-15""]",True
SADDLE_POINT_LIKE_D08_C08_E1eM8,SADDLE_POINT_LIKE,8,8,1e-8,1937651504775486851,180271651.20937765,1786391090.9741561,4.439536185101879e-17,4.6484772067874467e-17,8.003225250972583e-09,8.303998958365454e-08,1.794569860001112e-07,1.0413150489257217e-07,0.6408271625277038,OBSERVABLE,"[""0x1.ffffffffffffep-2"", ""-0x1.3333333333332p-1"", ""0x1.ccccccccccccdp-1"", ""-0x1.0000000000001p-1"", ""0x1.999999999999dp-4"", ""-0x1.9999999999999p-1"", ""-0x1.9999999999f6fp-1"", ""0x1.99999999a6df9p-4""]","[""0x1.ffffbfe2b437fp-2"", ""-0x1.3333117c9b275p-1"", ""0x1.cccdb93eca519p-1"", ""-0x1.ffe5a93ad0d3cp-2"", ""0x1.999bc69003e57p-4"", ""-0x1.999c984750ea3p-1"", ""-0x1.9d355b06fb027p-1"", ""-0x1.011dac947a845p+0""]","[""-0x1.00752f1fc0000p-20"", ""0x1.0db4c05e80000p-20"", ""0x1.d8e3fb0980000p-18"", ""0x1.a56c52f2c6000p-14"", ""0x1.167b3525d0000p-19"", ""-0x1.7f56dba850000p-16"", ""-0x1.cde0b6b085c00p-8"", ""-0x1.1ab7462e14f25p+0""]","[""-0x1.00752f1fbd524p-20"", ""0x1.0db4c05fb183dp-20"", ""0x1.d8e3fb09af9a7p-18"", ""0x1.a56c52f2c92b8p-14"", ""0x1.167b3525d55a3p-19"", ""-0x1.7f56dba8c9d3cp-16"", ""-0x1.cde0b6b0f000bp-8"", ""-0x1.1ab7462e17fddp+0""]",True
SADDLE_POINT_LIKE_D08_C10_E1eM16,SADDLE_POINT_LIKE,8,10,1e-16,11121206788242147629,18006504625.7269,18006524440.202354,6.133955258475107e-17,5.1652506785373874e-17,1.1045121573030965e-06,9.30082990882118e-07,3.2743714240773985e-06,2.0345954055815077e-06,5.470496055589774e-07,RESOLUTION_LIMITED,"[""-0x1.6666666666664p-1"", ""-0x1.9999999999999p-4"", ""0x1.ffffffffffffcp-2"", ""-0x1.999999999999ap-2"", ""-0x1.999999999999bp-1"", ""-0x1.999999999999bp-3"", ""-0x1.333333333317bp-1"", ""0x1.99999999945e3p-1""]","[""-0x1.6666666666648p-1"", ""-0x1.9999999996c34p-4"", ""0x1.000000000022ap-1"", ""-0x1.99999999bcc71p-2"", ""-0x1.999999999a149p-1"", ""-0x1.9999999a2c57ap-3"", ""-0x1.333333346f425p-1"", ""0x1.9999b7240fd82p-1""]","[""0x1.c000000000000p-49"", ""0x1.6b28000000000p-43"", ""0x1.1600000000000p-44"", ""-0x1.196b800000000p-37"", ""-0x1.eb80000000000p-43"", ""-0x1.257be00000000p-36"", ""-0x1.3c2aa00000000p-33"", ""0x1.d8a7b79f00000p-21""]","[""0x1.dc684713cebf6p-49"", ""0x1.6b2f9fb805d6bp-43"", ""0x1.157acd8266d41p-44"", ""-0x1.196bbdccadc20p-37"", ""-0x1.eb86fefc8067bp-43"", ""-0x1.25770da99148bp-36"", ""-0x1.3c475bfaa9bd4p-33"", ""0x1.d8a84b38aa40fp-21""]",True
SADDLE_POINT_LIKE_D08_C10_E1eM15,SADDLE_POINT_LIKE,8,10,1e-15,3102490935145018579,18028135671.058723,18028334154.468338,6.003883854982165e-17,2.5265468378367937e-17,1.0823894984747334e-06,4.554945139695282e-07,3.0409708379442496e-06,1.537885055620992e-06,5.010485624814673e-06,TRANSITION,"[""-0x1.9999999999998p-1"", ""-0x1.9999999999999p-3"", ""-0x1.3333333333336p-1"", ""0x1.3333333333333p-1"", ""0x1.ffffffffffffbp-2"", ""-0x1.cccccccccccccp-1"", ""0x1.9999999999e2dp-1"", ""0x1.cccccccccf261p-1""]","[""-0x1.999999999ba91p-1"", ""-0x1.99999999a0cd5p-3"", ""-0x1.333333333100ep-1"", ""0x1.333333326d452p-1"", ""0x1.000000000688cp-1"", ""-0x1.cccccccac6b2cp-1"", ""0x1.999999996879ep-1"", ""0x1.ccce193e5dc0bp-1""]","[""-0x1.07c8000000000p-40"", ""-0x1.ccf0000000000p-41"", ""0x1.1940000000000p-40"", ""-0x1.8bdc200000000p-34"", ""0x1.a23a000000000p-39"", ""0x1.030d000000000p-32"", ""-0x1.8b47800000000p-36"", ""0x1.4c718e9aa0000p-17""]","[""-0x1.07b9516be3219p-40"", ""-0x1.ccf598bd38ca7p-41"", ""0x1.192fedd2723bfp-40"", ""-0x1.8bdbede239db7p-34"", ""0x1.a22fd2ecf1aa6p-39"", ""0x1.030cd2725b773p-32"", ""-0x1.8b0327a4995a1p-36"", ""0x1.4c71957d6ed21p-17""]",True
