dataset,system_id,lane,family,dimension,condition_exponent,epsilon,parent,inverse_frobenius,inverse_spectral,norm_majorant_inflation,parent_bound,parent_error,parent_effectivity,directional_alignment_inflation,factorization_relative_residual,status
development,NONSYMMETRIC_D08_C06_E1eM8,binary64-operand,NONSYMMETRIC,8,6,1e-8,zg,995387.6171788113,990310.4232860241,1.0051268711036487,7.311376727573851e-11,1.8312299978693962e-16,399260.42802272295,397223.912225456,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM12,decimal-source,NONSYMMETRIC,8,8,1e-12,z,100517519.47899584,100013797.65478913,1.005036523319966,3.442972120924121e-09,1.2406462878493125e-16,27751440.15376525,27612369.80930118,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM12,decimal-source,NONSYMMETRIC,8,8,1e-12,zg,100507558.51230153,100003796.5226664,1.005037428649231,4.571566874785833e-09,3.230351731652151e-16,14151916.74018644,14080984.784026003,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM12,binary64-operand,NONSYMMETRIC,8,8,1e-12,z,100517519.47899584,100013797.65478913,1.005036523319966,2.0480618776518805e-09,8.632367858565995e-17,23725377.685562436,23606483.083012458,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM12,binary64-operand,NONSYMMETRIC,8,8,1e-12,zg,100507558.51230153,100003796.5226664,1.005037428649231,3.997442249099197e-10,2.688501733562349e-16,1486866.1601353928,1479413.7190828198,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM14,decimal-source,NONSYMMETRIC,8,8,1e-14,z,100513772.45740768,100009832.2516107,1.0050389066199925,1.0638234530042201e-09,1.1541114112329938e-16,9217684.20838752,9171470.027351635,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM14,decimal-source,NONSYMMETRIC,8,8,1e-14,zg,100513672.85417052,100009732.24661905,1.0050389156758142,2.1728891972554653e-09,1.3416435929887507e-16,16195725.963368308,16114526.224567018,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM14,binary64-operand,NONSYMMETRIC,8,8,1e-14,z,100513772.45740768,100009832.2516107,1.0050389066199925,9.828679800054028e-10,1.0478316736678471e-16,9380017.847379586,9332989.78337581,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM14,binary64-operand,NONSYMMETRIC,8,8,1e-14,zg,100513672.85417052,100009732.24661905,1.0050389156758142,1.7517048994162357e-09,1.0624628880744716e-16,16487210.227087507,16404549.08753566,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM15,decimal-source,NONSYMMETRIC,8,8,1e-15,z,100509915.61748317,100006174.52255568,1.0050370999324034,1.7848936045154608e-08,2.578730484556354e-16,69215981.08856012,68869080.64708799,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM15,decimal-source,NONSYMMETRIC,8,8,1e-15,zg,100509905.65876785,100006164.52368502,1.005037100837554,2.493251273820068e-08,3.012636164548345e-16,82759787.0316961,82345006.92832902,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM15,binary64-operand,NONSYMMETRIC,8,8,1e-15,z,100509915.61748317,100006174.52255568,1.0050370999324034,1.584322427717925e-08,2.0824757418552283e-16,76078793.90261179,75697498.04034963,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM15,binary64-operand,NONSYMMETRIC,8,8,1e-15,zg,100509905.65876785,100006164.52368502,1.005037100837554,1.4067389688402198e-08,1.9452138302381281e-16,72317960.47162642,71955513.29533982,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM16,decimal-source,NONSYMMETRIC,8,8,1e-16,z,100523877.46170735,100019957.60628898,1.0050381930514505,1.750714983767652e-09,1.4059781274682258e-16,12451936.125921113,12389515.35574496,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM16,decimal-source,NONSYMMETRIC,8,8,1e-16,zg,100523876.46547067,100019956.60603443,1.0050381931420058,7.451179058533755e-10,2.1286146371369357e-16,3500482.8626734726,3482935.162623094,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM16,binary64-operand,NONSYMMETRIC,8,8,1e-16,z,100523877.46170735,100019957.60628898,1.0050381930514505,1.0504138834679855e-09,1.1590691671819874e-16,9062564.281835118,9017134.218869613,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM16,binary64-operand,NONSYMMETRIC,8,8,1e-16,zg,100523876.46547067,100019956.60603443,1.0050381931420058,2.0551651266926156e-09,1.389946276138244e-16,14785932.103811825,14711811.157730462,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM8,decimal-source,NONSYMMETRIC,8,8,1e-8,z,100527629.23716043,100023817.09525096,1.0050369217706387,2.5638783465917445e-09,3.7679152296787343e-16,6804501.137384531,6770399.166427239,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM8,decimal-source,NONSYMMETRIC,8,8,1e-8,zg,50840822.18270919,50011294.7135822,1.0165868025188658,6.465033716705442e-09,4.790637410242457e-16,13495143.053162612,13274954.012510082,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM8,binary64-operand,NONSYMMETRIC,8,8,1e-8,z,100527629.23716043,100023817.09525096,1.0050369217706387,6.307188947804498e-09,3.184901947435058e-16,19803400.707151927,19704152.43279122,0.0,FINITE
development,NONSYMMETRIC_D08_C08_E1eM8,binary64-operand,NONSYMMETRIC,8,8,1e-8,zg,50840822.18270919,50011294.7135822,1.0165868025188658,2.7070441649462565e-09,4.2229742259235993e-16,6410278.680671331,6305687.487569335,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM12,decimal-source,NONSYMMETRIC,8,10,1e-12,z,10049987653.263573,10000093821.805622,1.0049893363349407,6.614157653804132e-07,2.277987190955421e-16,2903509589.5469275,2889094923.2711577,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM12,decimal-source,NONSYMMETRIC,8,10,1e-12,zg,9951390214.448793,9901100407.108826,1.0050792139532148,1.4270288895928243e-06,2.601802888352005e-16,5484769411.170543,5457051877.132793,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM12,binary64-operand,NONSYMMETRIC,8,10,1e-12,z,10049987653.263573,10000093821.805622,1.0049893363349407,4.0252537376012646e-07,2.6896986001517037e-16,1496544533.7906013,1489114839.0173924,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM12,binary64-operand,NONSYMMETRIC,8,10,1e-12,zg,9951390214.448793,9901100407.108826,1.0050792139532148,1.789762649761258e-06,2.9048387043582655e-16,6161315074.313742,6130178585.705528,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM14,decimal-source,NONSYMMETRIC,8,10,1e-14,z,10053087017.807432,10003228850.884123,1.0049842073660948,2.179589213719745e-07,2.6541065096545682e-16,821213921.0658197,817141120.275006,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM14,decimal-source,NONSYMMETRIC,8,10,1e-14,zg,10052090616.28642,10002228482.02784,1.0049851025047243,3.017693414568251e-07,1.7702978996717826e-16,1704624636.9764876,1696169060.3453243,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM14,binary64-operand,NONSYMMETRIC,8,10,1e-14,z,10053087017.807432,10003228850.884123,1.0049842073660948,1.1010626737570121e-07,2.412276493862518e-16,456441322.7747369,454177607.3984263,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM14,binary64-operand,NONSYMMETRIC,8,10,1e-14,zg,10052090616.28642,10002228482.02784,1.0049851025047243,5.490427503065938e-07,2.1373688867334978e-16,2568778621.764659,2556036517.718016,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM15,decimal-source,NONSYMMETRIC,8,10,1e-15,z,10050104123.884396,10000219567.212841,1.0049883461394296,1.9839744912936654e-07,1.8779677617472315e-16,1056447576.8464773,1051203808.3871555,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM15,decimal-source,NONSYMMETRIC,8,10,1e-15,zg,10050004539.302078,10000119585.85931,1.00498843568964,5.607957499297935e-07,4.564741190852837e-16,1228537887.4350142,1222439824.9836287,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM15,binary64-operand,NONSYMMETRIC,8,10,1e-15,z,10050104123.884396,10000219567.212841,1.0049883461394296,2.1888027841654006e-07,1.493071765436585e-16,1465972925.6385603,1458696442.8691742,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM15,binary64-operand,NONSYMMETRIC,8,10,1e-15,zg,10050004539.302078,10000119585.85931,1.00498843568964,1.978807120569487e-07,3.2951172427791675e-16,600527075.2977887,597546254.2369425,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM16,decimal-source,NONSYMMETRIC,8,10,1e-16,z,10051144903.92986,10001250316.0116,1.0049888350297942,8.928706987292603e-07,1.1420331686685095e-16,7818255399.449156,7779445031.563334,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM16,decimal-source,NONSYMMETRIC,8,10,1e-16,zg,10051134942.289042,10001240314.676922,1.00498884398757,1.6013596982626198e-06,3.3071844664830594e-16,4842063436.411652,4818027051.125693,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM16,binary64-operand,NONSYMMETRIC,8,10,1e-16,z,10051144903.92986,10001250316.0116,1.0049888350297942,8.187312803056766e-07,1.420358312995631e-16,5764258728.3410015,5735644543.921836,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM16,binary64-operand,NONSYMMETRIC,8,10,1e-16,zg,10051134942.289042,10001240314.676922,1.00498884398757,9.24186702854037e-07,2.842451023442458e-16,3251372478.3013697,3235232408.551575,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM8,decimal-source,NONSYMMETRIC,8,10,1e-8,z,10049996376.418139,10000126271.20878,1.0049869475501463,1.0776529215316136e-07,1.699674944388148e-16,634034716.5143092,630888508.6118717,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM8,decimal-source,NONSYMMETRIC,8,10,1e-8,zg,134736810.3375453,99018184.32942207,1.3607279435592505,4.5889171662806366e-11,1.5995997164764257e-16,286879.0935015314,210827.66386875464,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM8,binary64-operand,NONSYMMETRIC,8,10,1e-8,z,10049996376.418139,10000126271.20878,1.0049869475501463,1.05565654941877e-07,1.4397377910807295e-16,733228339.1869214,729589912.5598695,0.0,FINITE
development,NONSYMMETRIC_D08_C10_E1eM8,binary64-operand,NONSYMMETRIC,8,10,1e-8,zg,134736810.3375453,99018184.32942207,1.3607279435592505,2.6858788104862e-10,1.7046797884257754e-16,1575591.3977055682,1157903.3157681029,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM12,decimal-source,NONSYMMETRIC,16,2,1e-12,z,202.042400787741,100.7050421799389,2.006278895417504,4.4582996045966484e-14,2.736001554795667e-16,162.9494543518126,81.21974204284446,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM12,decimal-source,NONSYMMETRIC,16,2,1e-12,zg,202.04240076789608,100.70504216980063,2.0062788954224224,2.698859213242305e-14,2.41039925428882e-16,111.96731033003053,55.8084474623633,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM12,binary64-operand,NONSYMMETRIC,16,2,1e-12,z,202.042400787741,100.7050421799389,2.006278895417504,3.742817607822543e-14,2.4490644822756224e-16,152.82642147277357,76.17406623866748,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM12,binary64-operand,NONSYMMETRIC,16,2,1e-12,zg,202.04240076789608,100.70504216980063,2.0062788954224224,2.190701807538471e-14,1.7612676085762552e-16,124.38210961645714,61.99642028845071,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM14,decimal-source,NONSYMMETRIC,16,2,1e-14,z,202.08601768939116,100.94972854713438,2.0018480544505404,2.4378984358377505e-14,3.016687616114497e-16,80.81375157358093,40.36957320207921,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM14,decimal-source,NONSYMMETRIC,16,2,1e-14,zg,202.0860176891926,100.94972854703254,2.001848054450593,5.639151537601224e-14,5.550997228322449e-16,101.5880805853945,50.747148545834726,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM14,binary64-operand,NONSYMMETRIC,16,2,1e-14,z,202.08601768939116,100.94972854713438,2.0018480544505404,2.221885507076612e-14,2.592692696283151e-16,85.69798920874335,42.80943751860598,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM14,binary64-operand,NONSYMMETRIC,16,2,1e-14,zg,202.0860176891926,100.94972854703254,2.001848054450593,5.195354349782932e-14,4.304589772486941e-16,120.6933674142277,60.290973206431474,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM15,decimal-source,NONSYMMETRIC,16,2,1e-15,z,202.0619257921294,100.80902047930934,2.0044032253403534,4.987141443655489e-14,4.686420245113992e-16,106.41686367873274,53.09154482160786,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM15,decimal-source,NONSYMMETRIC,16,2,1e-15,zg,202.06192579210955,100.8090204792992,2.0044032253403583,6.610014477201993e-14,5.76675434370027e-16,114.6227857689641,57.18549257946866,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM15,binary64-operand,NONSYMMETRIC,16,2,1e-15,z,202.0619257921294,100.80902047930934,2.0044032253403534,4.282554641157252e-14,4.0064527261973274e-16,106.89143074507166,53.3283070959543,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM15,binary64-operand,NONSYMMETRIC,16,2,1e-15,zg,202.06192579210955,100.8090204792992,2.0044032253403583,4.377029685518342e-14,4.3020536814794514e-16,101.74279564110662,50.759644743552116,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM16,decimal-source,NONSYMMETRIC,16,2,1e-16,z,202.1278086309846,101.38301812562202,1.993704787724226,2.1438639481997655e-14,3.8312749397741946e-16,55.956932924425395,28.0668097247733,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM16,decimal-source,NONSYMMETRIC,16,2,1e-16,zg,202.12780863098257,101.383018125621,1.9937047877242258,2.8832480989431085e-14,4.679873063719435e-16,61.60953640592084,30.902035640014137,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM16,binary64-operand,NONSYMMETRIC,16,2,1e-16,z,202.1278086309846,101.38301812562202,1.993704787724226,1.4594664106492297e-14,2.646899143202937e-16,55.13872390631292,27.656413449883253,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM16,binary64-operand,NONSYMMETRIC,16,2,1e-16,zg,202.12780863098257,101.383018125621,1.9937047877242258,1.0001644542105016e-14,3.1360171889796013e-16,31.89282436732866,15.996763695257854,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM8,decimal-source,NONSYMMETRIC,16,2,1e-8,z,202.09492512852518,101.19670511243332,1.9970504464941834,2.2467304338000743e-14,3.972442522218699e-16,56.557909176373045,28.320721329629052,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM8,decimal-source,NONSYMMETRIC,16,2,1e-8,zg,202.0947265516727,101.19660273982362,1.9970505044646416,2.341023295907938e-14,4.044225818388863e-16,57.88557318593436,28.98553294296982,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM8,binary64-operand,NONSYMMETRIC,16,2,1e-8,z,202.09492512852518,101.19670511243332,1.9970504464941834,2.2398715484724878e-14,3.246492869198922e-16,68.99357672161406,34.54773856250457,0.0,FINITE
development,NONSYMMETRIC_D16_C02_E1eM8,binary64-operand,NONSYMMETRIC,16,2,1e-8,zg,202.0947265516727,101.19660273982362,1.9970505044646416,2.9590135973253025e-14,4.296178216096048e-16,68.87548533808656,34.48860466177861,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM12,decimal-source,NONSYMMETRIC,16,4,1e-12,z,14293.607576076969,10083.180561291456,1.4175693363013864,9.025818618143462e-13,7.178989156685113e-16,1257.254805816021,886.9088612599044,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM12,decimal-source,NONSYMMETRIC,16,4,1e-12,zg,14293.60743562597,10083.18045965326,1.4175693366612123,1.0396137624459806e-12,5.06530545860194e-16,2052.4206702687607,1447.844995788924,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM12,binary64-operand,NONSYMMETRIC,16,4,1e-12,z,14293.607576076969,10083.180561291456,1.4175693363013864,6.974274529431728e-13,6.204087239016327e-16,1124.141918181266,793.006655402332,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM12,binary64-operand,NONSYMMETRIC,16,4,1e-12,zg,14293.60743562597,10083.18045965326,1.4175693366612123,8.484971496700141e-13,4.553911107764316e-16,1863.2272997673265,1314.3817741965047,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM14,decimal-source,NONSYMMETRIC,16,4,1e-14,z,14285.710014762832,10003.257512246817,1.4281057942648263,1.083657475722538e-12,3.105649233492295e-16,3489.3105893480697,2443.313796051314,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM14,decimal-source,NONSYMMETRIC,16,4,1e-14,zg,14285.710013359963,10003.257511246456,1.4281057942674007,2.4836994346635897e-12,5.03600969117152e-16,4931.879775802834,3453.4414716332853,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM14,binary64-operand,NONSYMMETRIC,16,4,1e-14,z,14285.710014762832,10003.257512246817,1.4281057942648263,1.2594786815900403e-12,3.956262898417974e-16,3183.506035692621,2229.1808131283833,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM14,binary64-operand,NONSYMMETRIC,16,4,1e-14,zg,14285.710013359963,10003.257511246456,1.4281057942674007,2.546880747683765e-12,4.47687070902154e-16,5688.975432217493,3983.581227002767,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM15,decimal-source,NONSYMMETRIC,16,4,1e-15,z,14285.843374791619,10027.512199762486,1.424664771300901,2.048911065130081e-12,7.544719042900746e-16,2715.6890183445835,1906.1951085270482,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM15,decimal-source,NONSYMMETRIC,16,4,1e-15,zg,14285.843374651353,10027.512199661965,1.4246647713011946,9.415106175215076e-13,6.048680834390297e-16,1556.555294120443,1092.576531318865,1.4607491060683024e-16,FINITE
development,NONSYMMETRIC_D16_C04_E1eM15,binary64-operand,NONSYMMETRIC,16,4,1e-15,z,14285.843374791619,10027.512199762486,1.424664771300901,2.7600288383928583e-12,6.766678717363136e-16,4078.8530883115377,2863.026566303751,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM15,binary64-operand,NONSYMMETRIC,16,4,1e-15,zg,14285.843374651353,10027.512199661965,1.4246647713011946,1.0907451486949818e-12,4.73013928066912e-16,2305.9472120674773,1618.5893401163962,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM16,decimal-source,NONSYMMETRIC,16,4,1e-16,z,14292.611504008511,10028.132135111664,1.4252516133054884,6.204025540301022e-13,4.29862097171045e-16,1443.259496738648,1012.6348802310036,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM16,decimal-source,NONSYMMETRIC,16,4,1e-16,zg,14292.61150399447,10028.132135101614,1.4252516133055166,3.648277027628069e-12,5.977927339794286e-16,6102.9129667434445,4281.9898674517235,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM16,binary64-operand,NONSYMMETRIC,16,4,1e-16,z,14292.611504008511,10028.132135111664,1.4252516133054884,6.233946978551866e-13,3.2509439428196837e-16,1917.580582193889,1345.4330198908358,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM16,binary64-operand,NONSYMMETRIC,16,4,1e-16,zg,14292.61150399447,10028.132135101614,1.4252516133055166,2.3510843040203185e-12,4.705056017684587e-16,4996.9315884517655,3505.999601616044,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM8,decimal-source,NONSYMMETRIC,16,4,1e-8,z,14296.481372745808,10083.096242969723,1.4178662018339654,7.262516779324915e-13,4.198254456206082e-16,1729.8896136676703,1220.0654839152753,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM8,decimal-source,NONSYMMETRIC,16,4,1e-8,zg,14295.076595587072,10082.08007156617,1.4178697743040685,9.33940408128734e-13,4.498060389837487e-16,2076.318073093894,1464.3926478459637,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM8,binary64-operand,NONSYMMETRIC,16,4,1e-8,z,14296.481372745808,10083.096242969723,1.4178662018339654,3.99602103664682e-13,3.882827439618554e-16,1029.1523635259427,725.8458958925507,0.0,FINITE
development,NONSYMMETRIC_D16_C04_E1eM8,binary64-operand,NONSYMMETRIC,16,4,1e-8,zg,14295.076595587072,10082.08007156617,1.4178697743040685,7.593379648236039e-13,4.711649347535947e-16,1611.6181591924176,1136.647517564472,1.4108408629322536e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM12,decimal-source,NONSYMMETRIC,16,6,1e-12,z,1421988.7859291572,1005418.1897578303,1.414325700902292,4.298848001501659e-11,7.991967259421067e-16,53789.60976640769,38031.98211846941,1.3526697155418585e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM12,decimal-source,NONSYMMETRIC,16,6,1e-12,zg,1421987.376711733,1005417.1794131919,1.4143257205349036,4.8116072091351564e-11,4.087541977187105e-16,117713.95219887934,83229.73307334003,1.2362098932657695e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM12,binary64-operand,NONSYMMETRIC,16,6,1e-12,z,1421988.7859291572,1005418.1897578303,1.414325700902292,4.1962374649651436e-11,7.19701091076302e-16,58305.28141467361,41224.79099225646,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM12,binary64-operand,NONSYMMETRIC,16,6,1e-12,zg,1421987.376711733,1005417.1794131919,1.4143257205349036,2.5463981288978322e-11,3.1000024150621883e-16,82141.81113296808,58078.42559909165,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM14,decimal-source,NONSYMMETRIC,16,6,1e-14,z,1422314.0240862505,1000928.8860911416,1.4209940824474705,3.1523217312634496e-11,6.185696031258737e-16,50961.47168133605,35863.253978905945,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM14,decimal-source,NONSYMMETRIC,16,6,1e-14,zg,1422314.009987148,1000928.8760766686,1.4209940825787528,4.393258785100829e-11,5.620103531138527e-16,78170.42445498932,55011.083728884594,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM14,binary64-operand,NONSYMMETRIC,16,6,1e-14,z,1422314.0240862505,1000928.8860911416,1.4209940824474705,3.5121058531487746e-11,5.571633980322974e-16,63035.4733557926,44360.12375732241,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM14,binary64-operand,NONSYMMETRIC,16,6,1e-14,zg,1422314.009987148,1000928.8760766686,1.4209940825787528,1.817526989419444e-11,4.960574574890955e-16,36639.4449267885,25784.37544250499,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM15,decimal-source,NONSYMMETRIC,16,6,1e-15,z,1421507.6548456093,1002601.3243748148,1.4178194465601859,5.648627345857413e-11,5.498827159211281e-16,102724.22068031719,72452.25824031366,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM15,decimal-source,NONSYMMETRIC,16,6,1e-15,zg,1421507.653437352,1002601.3233699256,1.4178194465766372,2.557789489968717e-10,5.885625148343753e-16,434582.4658385682,306514.6742682076,1.3393927617661744e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM15,binary64-operand,NONSYMMETRIC,16,6,1e-15,z,1421507.6548456093,1002601.3243748148,1.4178194465601859,3.143107723568359e-11,5.684587706870771e-16,55291.74472529274,38997.733356978344,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM15,binary64-operand,NONSYMMETRIC,16,6,1e-15,zg,1421507.653437352,1002601.3233699256,1.4178194465766372,1.652732366034705e-10,4.863215231100227e-16,339843.5577075621,239694.52424151992,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM16,decimal-source,NONSYMMETRIC,16,6,1e-16,z,1422085.7140013273,1005397.0752184489,1.4144518111834987,1.3451995701168898e-10,3.323722936859386e-16,404726.74638397514,286136.8221836646,1.4381965470165453e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM16,decimal-source,NONSYMMETRIC,16,6,1e-16,zg,1422085.7138603847,1005397.0751174093,1.414451811185461,5.514721986344139e-11,6.149615365023371e-16,89675.88473434842,63399.74541740698,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM16,binary64-operand,NONSYMMETRIC,16,6,1e-16,z,1422085.7140013273,1005397.0752184489,1.4144518111834987,1.1650567696175766e-10,3.137192525341617e-16,371369.22908188764,262553.4685208936,1.5673797491884419e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM16,binary64-operand,NONSYMMETRIC,16,6,1e-16,zg,1422085.7138603847,1005397.0751174093,1.414451811185461,1.463697158807459e-10,6.271942599268607e-16,233372.21851777565,164991.282610176,1.2470991895085791e-16,FINITE
development,NONSYMMETRIC_D16_C06_E1eM8,decimal-source,NONSYMMETRIC,16,6,1e-8,z,1421551.196420164,1005034.7531353533,1.414429891091255,1.9634329206605596e-10,3.4808634655971465e-16,564064.9051782703,398793.1170933367,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM8,decimal-source,NONSYMMETRIC,16,6,1e-8,zg,1407606.1431998033,995037.2614987411,1.4146265649184275,1.3311110091385248e-10,5.045733837047123e-16,263809.20043089724,186486.81353308915,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM8,binary64-operand,NONSYMMETRIC,16,6,1e-8,z,1421551.196420164,1005034.7531353533,1.414429891091255,1.804588614203969e-10,3.177370482895662e-16,567950.3299720266,401540.10711258656,0.0,FINITE
development,NONSYMMETRIC_D16_C06_E1eM8,binary64-operand,NONSYMMETRIC,16,6,1e-8,zg,1407606.1431998033,995037.2614987411,1.4146265649184275,1.3787838938642664e-10,5.510092958326623e-16,250228.79002081184,176886.81679411337,1.163088805820989e-16,FINITE
development,NONSYMMETRIC_D16_C08_E1eM12,decimal-source,NONSYMMETRIC,16,8,1e-12,z,101022768.29100952,100017018.0546152,1.0100557910639278,8.962743225276161e-09,2.6338564235134047e-16,34028974.18880717,33690192.650609165,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM12,decimal-source,NONSYMMETRIC,16,8,1e-12,zg,101012849.66898738,100007019.72008829,1.0100575934740814,8.709043855026388e-09,2.9246984700867295e-16,29777578.59177917,29481069.974791765,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM12,binary64-operand,NONSYMMETRIC,16,8,1e-12,z,101022768.29100952,100017018.0546152,1.0100557910639278,4.530360635210846e-09,2.809497658917345e-16,16125162.52089224,15964625.581629535,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM12,binary64-operand,NONSYMMETRIC,16,8,1e-12,zg,101012849.66898738,100007019.72008829,1.0100575934740814,3.829190890353715e-09,3.1266407270785286e-16,12246980.78417099,12125032.140046235,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM14,decimal-source,NONSYMMETRIC,16,8,1e-14,z,101056302.80108596,100051508.5245107,1.0100427698831658,1.5322841188195702e-09,2.907851926738657e-16,5269470.92707752,5217077.023072056,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM14,decimal-source,NONSYMMETRIC,16,8,1e-14,zg,101056203.53162235,100051408.45820434,1.0100427878917642,6.717246467024868e-09,4.746690539115518e-16,14151431.216488231,14010724.48230252,0.0,FINITE
development,NONSYMMETRIC_D16_C08_E1eM14,binary64-operand,NONSYMMETRIC,16,8,1e-14,z,101056302.80108596,100051508.5245107,1.0100427698831658,3.5482691324863757e-09,2.4399997140721044e-16,14542088.312644454,14397497.557778245,0.0,FINITE
